uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,sentiment,wgt,relevance,source.uri,source.dataType,source.title,image,eventUri,feed date
8329028848,eng,True,2024-09-20,04:10:31,2024-09-20T04:10:31Z,2024-09-20T04:10:06Z,news,0.0,https://ca.news.yahoo.com/ny-mag-reporter-olivia-nuzzi-035847820.html,'NY Mag' Reporter Olivia Nuzzi Placed On Leave Over Alleged Relationship With RFK Jr.,New York Magazine has put Washington correspondent Olivia Nuzzi on leave after she allegedly had an affair with Robert F. Kennedy Jr. amid his recent campaign for the 2024 presidential ...,[],0.0039,464501431,1,ca.news.yahoo.com,news,Yahoo,https://s.yimg.com/ny/api/res/1.2/IFTTbrHTvylyxsNR2F_Eow--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzY7Y2Y9d2VicA--/https://media.zenfs.com/en/deadline.com/646a2a514c532a23443b8e3d0b7ea519,,2024-09-20
8329019241,eng,False,2024-09-20,03:59:33,2024-09-20T03:59:33Z,2024-09-20T03:59:12Z,news,0.902,https://deadline.com/2024/09/ny-mag-reporter-olivia-nuzzi-placed-leave-rfk-jr-alleged-affair-1236095167/,'NY Mag' Reporter Olivia Nuzzi Placed On Leave Over Alleged Affair With RFK Jr.,New York Magazine has put Washington correspondent Olivia Nuzzi on leave after she allegedly had an affair with Robert F. Kennedy Jr. amid his recent campaign for the 2024 presidential ...,"{'uri': ['glenn_garner@deadline.com'], 'name': ['Glenn Garner'], 'type': ['author'], 'isAgency': [False]}",0.0039,464500773,1,deadline.com,news,Deadline,https://deadline.com/wp-content/uploads/2024/09/Olivia-Nuzzi-RFK-Jr-2-shot.jpg?w=1024,eng-9921130,2024-09-20
8329006872,eng,False,2024-09-20,03:41:52,2024-09-20T03:41:52Z,2024-09-20T03:41:36Z,news,0.8824,https://www.yahoo.com/entertainment/york-mag-olivia-nuzzi-leave-024619084.html,New York Mag's Olivia Nuzzi on Leave After Romantic Relationship With RFK Jr,"New York Magazine's star Washington correspondent Olivia Nuzzi has taken leave after disclosing that she recently engaged in a romantic relationship with Robert F. Kennedy Jr., the magazine said ...",[],-0.0588,464499712,1,yahoo.com,news,Yahoo,https://media.zenfs.com/en/thewrap.com/067a7b250cda736a87ab421b62da2edf,eng-9921130,2024-09-20
8328987005,eng,False,2024-09-20,03:21:33,2024-09-20T03:21:33Z,2024-09-20T03:15:35Z,news,0.7373,https://newsfirst.lk/2024/09/20/polling-cards-can-be-collected-from-post-offices,Polling Cards Can Be Collected From Post Offices,"COLOMBO (News 1st); The Postal Department announced that voters can collect their official polling cards for the 2024 presidential election from their nearest post office today.

Senior Deputy ...",[],0.0745,464498493,1,newsfirst.lk,news,newsfirst.lk,https://cdn.newsfirst.lk/english-uploads/2024/09/post-687651-767686_850x460.jpg,eng-9921180,2024-09-20
8328987004,eng,True,2024-09-20,03:16:05,2024-09-20T03:16:05Z,2024-09-20T03:15:35Z,news,0.5647,https://newsfirst.lk/2024/09/20/final-preparations-underway-for-2024-presidential-election,Final Preparations Underway for 2024 Presidential Election,"COLOMBO (News 1st); The transportation of ballot boxes and officials to polling stations for the 2024 presidential election commenced this morning.

Election Commissioner General Saman Sri Ratnayake ...",[],0.2157,464498165,15,newsfirst.lk,news,newsfirst.lk,https://cdn.newsfirst.lk/english-uploads/2024/09/WEB (93)-767680_850x460.jpg,,2024-09-20
2024-09-490698407,eng,True,2024-09-20,03:16:04,2024-09-20T03:16:04Z,2024-09-20T03:15:38Z,news,0.0,https://english.newsfirst.lk/2024/9/20/polling-cards-can-be-collected-from-post-offices,Polling Cards Can Be Collected From Post Offices,"COLOMBO (News 1st); The Postal Department announced that voters can collect their official polling cards for the 2024 presidential election from their nearest post office today.

Senior Deputy ...",[],0.0667,464498164,1,english.newsfirst.lk,news,english.newsfirst.lk,https://cdn.newsfirst.lk/english-uploads/2024/09/post-687651-767686_850x460.jpg,,2024-09-20
8328982967,eng,False,2024-09-20,03:10:50,2024-09-20T03:10:50Z,2024-09-20T03:10:36Z,news,0.6196,https://www.econotimes.com/Oklahoma-Purges-Over-453000-Ineligible-Voters-from-Rolls-Ahead-of-2024-ElectionWhat-It-Means-for-Voter-Integrity-1687860,"Oklahoma Purges Over 453,000 Ineligible Voters from Rolls Ahead of 2024 Election -- What It Means for Voter Integrity - EconoTimes","Oklahoma's removal of over 453,000 ineligible voters from its rolls raises questions about voter integrity as the state prepares for the 2024 election. Credit: Wikimedia Commons

Oklahoma has ...",[],0.2157,464497850,1,econotimes.com,news,EconoTimes,https://f1.econotimes.com/2024/09/dz7sg0n79m_th_1024x0.jpeg,eng-9920753,2024-09-20
8328978391,eng,True,2024-09-20,03:06:21,2024-09-20T03:06:21Z,2024-09-20T03:05:53Z,news,0.0,https://www.newkerala.com/news/2024/58617.htm,Sri Lanka to close all schools for upcoming presidential polls,"ri Lanka's Education Ministry on Thursday announced closure of all schools on Friday, the day before the presidential election, following a request by the Election Commission.

The schools will reopen ...","{'uri': ['awin_p@newkerala.com'], 'name': ['Awin P'], 'type': ['author'], 'isAgency': [False]}",0.0353,464497581,1,newkerala.com,news,newKerala.com,https://one.newkerala.com/images/t/bnews.webp,,2024-09-20
8328971750,eng,False,2024-09-20,02:57:25,2024-09-20T02:57:25Z,2024-09-20T02:56:28Z,news,0.0,https://www.econotimes.com/Ivanka-Trump-2024-Age-Family-Net-Worth-and-Political-Influence-1687859,"Ivanka Trump 2024: Age, Family, Net Worth, and Political Influence - EconoTimes","As the 2024 presidential election looms, attention is turning once again to Ivanka Trump, the eldest daughter of former President Donald Trump. Having played a prominent role in her father's ...",[],0.3333,464497045,1,econotimes.com,news,EconoTimes,https://f1.econotimes.com/2024/09/fru9czmc0h_th_1024x0.jpg,,2024-09-20
8328972018,eng,False,2024-09-20,02:57:11,2024-09-20T02:57:11Z,2024-09-20T02:56:57Z,news,0.9333,https://www.thewrap.com/new-york-mag-olivia-nuzzi-on-leave-romantic-relationship-rfk-jr/,New York Mag's Olivia Nuzzi on Leave After Romantic Relationship With RFK Jr,"Nuzzi is the magazine's Washington correspondent and has been leading coverage of the 2024 presidential election

New York Magazine star Washington correspondent Olivia Nuzzi is on leave after ...","{'uri': ['ross_a_lincoln@thewrap.com'], 'name': ['Ross A. Lincoln'], 'type': ['author'], 'isAgency': [False]}",-0.0902,464497031,1,thewrap.com,news,TheWrap,https://www.thewrap.com/wp-content/uploads/2024/09/Olivia-Nuzzi-and-Robert-F-Kennedy-Jr.jpg,eng-9921130,2024-09-20
2024-09-490686335,eng,False,2024-09-20,02:54:23,2024-09-20T02:54:23Z,2024-09-20T02:53:53Z,news,0.5647,https://english.newsfirst.lk/2024/9/20/final-preparations-underway-for-2024-presidential-election,Final Preparations Underway for 2024 Presidential Election,"COLOMBO (News 1st); The transportation of ballot boxes and officials to polling stations for the 2024 presidential election commenced this morning.

Election Commissioner General Saman Sri Ratnayake ...",[],0.2157,464496863,15,english.newsfirst.lk,news,english.newsfirst.lk,https://cdn.newsfirst.lk/english-uploads/2024/09/WEB (93)-767680_850x460.jpg,eng-9913475,2024-09-20
8328965907,eng,False,2024-09-20,02:48:17,2024-09-20T02:48:17Z,2024-09-20T02:48:00Z,news,0.4902,https://usethebitcoin.com/news/weekly/utb-weekly-news-roundup-sep-16th-sep-20th-2024/,"UTB Weekly News Roundup (SEP 16th - SEP 20th, 2024)","Stay in the loop with our weekly crypto digest as we get you up to speed on the hottest trends and events in the crypto space.

Here's what happened in crypto this week:

Circle has teamed up with ...",[],-0.1059,464496497,1,usethebitcoin.com,news,UseTheBitcoin,https://usethebitcoin.com/wp-content/uploads/2024/04/Weekly-News-Roundup.jpg,eng-9911517,2024-09-20
8328961955,eng,False,2024-09-20,02:42:11,2024-09-20T02:42:11Z,2024-09-20T02:41:42Z,news,0.5686,https://www.ntd.com/harris-rallies-virtually-with-oprah-while-trump-appeals-to-jewish-voters_1018283.html,Harris Rallies Virtually With Oprah While Trump Appeals to Jewish Voters,"Vice President Kamala Harris rallied supporters virtually from Michigan while former President Donald Trump spoke to Jewish voters and addressed anti-semitism in Washington.

Harris and Trump chose ...",[],0.2471,464496131,29,ntd.com,news,NTD,https://i.ntd.com/assets/uploads/2024/09/id1017868-FotoJet.jpg,eng-9918779,2024-09-20
8328961396,eng,False,2024-09-20,02:41:02,2024-09-20T02:41:02Z,2024-09-20T02:40:41Z,news,0.0,https://www.econotimes.com/Jill-Biden-2024-Age-Family-Net-Worth-and-Political-Role-1687858,"Jill Biden 2024: Age, Family, Net Worth, and Political Role - EconoTimes","First Lady Jill Biden's age, family background, and net worth could shape her role as a key influence in the 2024 election as President Joe Biden prepares for the campaign. Credit: The White House, ...",[],0.3333,464496062,1,econotimes.com,news,EconoTimes,https://f1.econotimes.com/2024/09/2k1y4x6bxo_th_1024x0.jpg,,2024-09-20
8328960540,eng,False,2024-09-20,02:39:40,2024-09-20T02:39:40Z,2024-09-20T02:39:06Z,news,0.6157,https://www.econotimes.com/Melania-Trump-2024-Age-Family-Net-Worth-and-Political-Influence-1687857,"Melania Trump 2024: Age, Family, Net Worth, and Political Influence - EconoTimes","As the 2024 presidential election approaches, Melania Trump, the former First Lady, has once again captured public attention. While her husband, Donald Trump, is positioning himself for another run at ...",[],0.302,464495980,1,econotimes.com,news,EconoTimes,https://f1.econotimes.com/2024/09/rxyho7vhcx_th_1024x0.jpg,eng-9916101,2024-09-20
8328960542,eng,False,2024-09-20,02:39:29,2024-09-20T02:39:29Z,2024-09-20T02:39:06Z,news,0.0,https://www.econotimes.com/Michelle-Obama-2024-Age-Family-Net-Worth-and-Political-Future-1687856,"Michelle Obama 2024: Age, Family, Net Worth, and Political Future - EconoTimes","As the 2024 presidential election draws nearer, speculation around Michelle Obama's political future continues to grow. Although the former First Lady has repeatedly stated that she has no interest in ...",[],0.1765,464495969,1,econotimes.com,news,EconoTimes,https://f1.econotimes.com/2024/09/vdgnbj6yjg_th_1024x0.jpg,,2024-09-20
2024-09-490665786,eng,False,2024-09-20,02:08:47,2024-09-20T02:08:47Z,2024-09-20T02:02:25Z,news,0.702,https://thehill.com/homenews/campaign/4889907-lindsey-graham-nebraska-electoral-system/,Graham says he's hopeful Nebraska will flip to winner-take-all electoral system,"""I hope they will allow winner-take-all,"" Graham told CBS News on Thursday. ""Trump's going to win the state by 20 points.""

Graham traveled to Nebraska this week. He met with Gov. Jim Pillen (R) and ...","{'uri': ['filip_timotija@thehill.com'], 'name': ['Filip Timotija'], 'type': ['author'], 'isAgency': [False]}",0.3176,464494127,1,thehill.com,news,The Hill,https://thehill.com/wp-content/uploads/sites/2/2024/06/grahamlindsey_062024jg02_w.jpg?strip=1&w=640,eng-9918504,2024-09-20
8328927578,eng,False,2024-09-20,01:51:20,2024-09-20T01:51:20Z,2024-09-20T01:50:51Z,news,0.0,https://www.benzinga.com/news/24/09/40950764/kamala-harris-tells-oprah-winfrey-she-felt-a-sense-of-responsibility-after-bidens-sudden-exit-it-cam,Kamala Harris Tells Oprah Winfrey She Felt A 'Sense Of Responsibility' After Biden's Sudden Exit: It Came With A 'Sense of Purpose',"Ahead of the 2024 presidential election, Vice President Kamala Harris is making strategic moves to win over voters through a high-profile virtual event with former talk show host Oprah Winfrey.

What ...","{'uri': ['benzinga_neuro@benzinga.com'], 'name': ['Benzinga Neuro'], 'type': ['author'], 'isAgency': [False]}",0.1765,464493080,1,benzinga.com,news,Benzinga,https://cdn.benzinga.com/files/images/story/2024/09/19/Taylor-Swifts-Praise-For-Kamala-Harris.jpeg?width=1200&height=800&fit=crop,,2024-09-20
2024-09-490654618,eng,False,2024-09-20,01:43:15,2024-09-20T01:43:15Z,2024-09-20T01:04:38Z,news,0.6667,https://womensagenda.com.au/latest/danger-to-our-country-more-than-100-republican-officials-renounce-donald-trump-and-back-kamala-harris-in-us-election/,'Danger to our country': More than 100 Republican officials renounce Donald Trump and back Kamala Harris in US election,"A group of 100 ex-Republican officials have backed Vice President and Democratic presidential nominee Kamala Harris in the 2024 presidential election, saying Republican nominee Donald Trump is ""unfit ...","{'uri': ['olivia_cleal@womensagenda.com.au'], 'name': ['Olivia Cleal'], 'type': ['author'], 'isAgency': [False]}",0.1059,464492595,1,womensagenda.com.au,news,Women's Agenda,https://womensagenda.com.au/wp-content/uploads/2023/03/Trump_2018-768x512-1.jpg,eng-9915814,2024-09-20
8328910188,eng,False,2024-09-20,01:23:04,2024-09-20T01:23:04Z,2024-09-20T01:22:53Z,news,0.0,https://www.benzinga.com/news/24/09/40950674/data-scientist-who-called-2020-election-correctly-says-its-gone-from-drastic-landslide-in-trumps-dir,Data Scientist Who Called 2020 Election Correctly Says Its Gone From 'Drastic Landslide In Trump's Direction To A drastic landslide For Harris',"Noted data scientist, Thomas Miller of Northwestern University, recognized for his precise election forecasts, has made a prediction for the forthcoming Trump vs. Harris presidential election.

What ...","{'uri': ['benzinga_neuro@benzinga.com'], 'name': ['Benzinga Neuro'], 'type': ['author'], 'isAgency': [False]}",0.1373,464491384,1,benzinga.com,news,Benzinga,https://cdn.benzinga.com/files/images/story/2024/09/19/Chalk-And-Cheese.jpeg?width=1200&height=800&fit=crop,,2024-09-20
8328909884,eng,False,2024-09-20,01:22:40,2024-09-20T01:22:40Z,2024-09-20T01:22:23Z,news,0.6157,https://www.mediaite.com/politics/taylor-swift-has-lower-favorability-rating-than-trump-according-to-new-york-times-poll/,"Taylor Swift Has Lower Favorability Rating Than Trump, According to New York Times Poll","Just 44% of Americans had a favorable opinion of Swift, according to a poll conducted by the New York Times, Philadelphia Inquirer, and Siena College between Sept. 11 and Sept. 16.

Thirty-four ...",[],0.3098,464491360,1,mediaite.com,news,Mediaite,https://www.mediaite.com/wp-content/uploads/2024/09/AP24092569208265-scaled.jpg,eng-9915124,2024-09-20
8328902226,eng,False,2024-09-20,01:09:56,2024-09-20T01:09:56Z,2024-09-20T01:09:28Z,news,0.5176,https://www.businessinsider.nl/the-us-economy-could-get-hit-by-a-double-whammy-on-september-30-if-2-major-negotiations-are-not-hammered-out/,"The US economy could get hit by a double whammy on September 30, if 2 major negotiations are not hammered out","If Congress doesn't pass a stopgap bill by September 30, there will be a partial government shutdown. East Coast and Gulf Coast ports will also shut down if a union contract isn't renegotiated by the ...","{'uri': ['erin_snodgrass@businessinsider.nl'], 'name': ['Erin Snodgrass'], 'type': ['author'], 'isAgency': [False]}",-0.0745,464490596,1,businessinsider.nl,news,Business Insider Nederland,https://i.insider.com/66ecb15ad17aa3c7b2b4638c?format=jpeg,eng-9912992,2024-09-20
8328899512,eng,True,2024-09-20,01:04:52,2024-09-20T01:04:52Z,2024-09-20T01:04:37Z,news,0.0,https://www.yahoo.com/news/us-economy-could-hit-double-001649389.html,"The US economy could get hit by a double whammy on September 30, if 2 major negotiations are not hammered out","If either -- or both -- were to happen, the US economy would take a hit ahead of the 2024 election.

September 30 could be a consequential day for the US economy if two major negotiations don't get ...",[],-0.051,464490292,1,yahoo.com,news,Yahoo,https://s.yimg.com/ny/api/res/1.2/vf25HMUjFuJQ1g8JnWBZ_Q--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD05MDA7Y2Y9d2VicA--/https://media.zenfs.com/en/business_insider_articles_888/cc5dcfdf49cbb5bcd72c6404b625348b,,2024-09-20
8328886045,eng,False,2024-09-20,00:43:34,2024-09-20T00:43:34Z,2024-09-20T00:41:16Z,news,0.7961,http://island.lk/undelivered-poll-cards-can-be-obtained-from-post-offices/,Undelivered poll cards can be obtained from post offices,The Election Commission announced on Wednesday (18) that all voters who have not received their polling cards by 14 September for the 2024 Presidential Election can collect them from their local post ...,"{'uri': ['thilina_walpola@island.lk'], 'name': ['Thilina Walpola'], 'type': ['author'], 'isAgency': [False]}",0.0588,464489014,15,island.lk,news,The Island,http://island.lk/wp-content/uploads/2024/09/Election-ballot-paper.jpg,eng-9921180,2024-09-20
2024-09-490626945,eng,True,2024-09-20,00:39:41,2024-09-20T00:39:41Z,2024-09-20T00:17:26Z,news,0.0,https://wgnradio.com/news/are-ballot-selfies-legal-in-illinois/,Are ballot selfies legal in Illinois?,"ST. LOUIS - We're less than two months away from the 2024 presidential election. Many voters will prove they went to the polls with an ""I Voted"" sticker come Nov. 5. Some may want to prove they voted ...","{'uri': ['joey_schneider@wgnradio.com'], 'name': ['Joey Schneider'], 'type': ['author'], 'isAgency': [False]}",0.2392,464488781,1,wgnradio.com,news,720 AM WGN - Chicago's News & Talk,https://wgnradio.com/wp-content/uploads/sites/6/2024/09/GettyImages-1290674456.jpg?strip=1&w=640,,2024-09-20
8328883834,eng,False,2024-09-20,00:38:33,2024-09-20T00:38:33Z,2024-09-20T00:37:21Z,news,0.5059,https://dnyuz.com/2024/09/19/the-us-economy-could-get-hit-by-a-double-whammy-on-september-30-if-2-major-negotiations-are-not-hammered-out/,"The US economy could get hit by a double whammy on September 30, if 2 major negotiations are not hammered out","September 30 could be a consequential day for the US economy if two major negotiations don't get hammered out in time.

Congress must pass a stopgap spending bill by the last day of this month to ...",[],-0.051,464488713,1,dnyuz.com,news,DNyuz,https://dnyuz.com/wp-content/uploads/2024/09/The-US-economy-could-get-hit-by-a-double-whammy.jpeg,eng-9912992,2024-09-20
8328874778,eng,False,2024-09-20,00:21:58,2024-09-20T00:21:58Z,2024-09-20T00:21:25Z,news,0.498,https://www.businessinsider.com/us-economy-congress-government-shutdown-ports-shipping-strike-september-30-2024-9,"The US economy could get hit by a double whammy on September 30, if 2 major negotiations are not hammered out","This story is available exclusively to Business Insider subscribers. Become an Insider and start reading now. Have an account? Log in.

If a government shutdown happens and/or a strike is not averted, ...","{'uri': ['erin_snodgrass@businessinsider.com'], 'name': ['Erin Snodgrass'], 'type': ['author'], 'isAgency': [False]}",-0.0039,464487718,1,businessinsider.com,news,Business Insider,https://i.insider.com/66ecb1dbd17aa3c7b2b46399?width=1200&format=jpeg,eng-9912992,2024-09-20
8328873597,eng,False,2024-09-20,00:19:35,2024-09-20T00:19:35Z,2024-09-20T00:19:18Z,news,0.0,https://www.econotimes.com/Kamala-Harris-Surrogate-Claims-Inflation-Was-91-Under-Trump-Meltdown-Ensues-After-Being-Corrected-on-Live-TV-1687841,"Kamala Harris Surrogate Claims Inflation Was 9.1% Under Trump, Meltdown Ensues After Being Corrected on Live TV - EconoTimes","A Kamala Harris surrogate faces backlash after incorrectly claiming inflation was 9.1% when Biden took office, sparking a live TV meltdown after being corrected. Credit: Lisa Ferdinando, Public ...",[],-0.0824,464487575,1,econotimes.com,news,EconoTimes,https://f1.econotimes.com/2024/09/6w6h1x5f5b_th_1024x0.jpg,,2024-09-20
8328865627,eng,True,2024-09-20,00:08:36,2024-09-20T00:08:36Z,2024-09-20T00:06:54Z,news,0.0,https://conservativeangle.com/study-says-millions-of-non-citizens-likely-to-vote-in-2024-election/,Study Says Millions Of Non-Citizens Likely To Vote In 2024 Election - Conservative Angle,"A new study suggests that as many as 2.7 million non-citizens could vote in the 2024 election, leading some to voice concerns about coming election results potentially not reflecting the will of ...",[],-0.1216,464486916,1,conservativeangle.com,news,Brigitte Gabriel,https://dw-wp-production.imgix.net/2024/08/GettyImages-138711411.jpg,,2024-09-20
8328865665,eng,False,2024-09-20,00:07:07,2024-09-20T00:07:07Z,2024-09-20T00:06:55Z,news,0.0,https://www.econotimes.com/Fact-Check-Explosives-Discovered-Near-Donald-Trump-Rally-in-Long-Island-New-York-1687838,"Fact Check: Explosives Discovered Near Donald Trump Rally in Long Island, New York - EconoTimes","Authorities debunk claims of explosives near former President Donald Trump's Long Island rally, confirming no threat was found.

Police have swiftly dismissed reports of explosives being found near ...",[],-0.0431,464486827,1,econotimes.com,news,EconoTimes,https://f1.econotimes.com/2024/09/ib92mgk650_th_1024x0.jpg,,2024-09-20
8328857588,eng,False,2024-09-19,23:57:00,2024-09-19T23:57:00Z,2024-09-19T23:56:16Z,news,0.5451,https://www.econotimes.com/Loser-Hillary-Clinton-Reportedly-Advises-Kamala-Harris-on-Defeating-Donald-TrumpIs-This-a-Disqualifying-Alliance-1687837,'Loser' Hillary Clinton Reportedly Advises Kamala Harris on Defeating Donald Trump -- Is This a Disqualifying Alliance? - EconoTimes,"Hillary Clinton reportedly advises Kamala Harris on strategies to defeat Donald Trump, raising questions about the implications of this political alliance. Credit: Gage Skidmore, CC BY-SA 3.0 , via ...",[],-0.1137,464486220,1,econotimes.com,news,EconoTimes,https://f1.econotimes.com/2024/09/4iiao1vx2u_th_1024x0.jpg,eng-9910550,2024-09-20
8328855562,eng,False,2024-09-19,23:52:57,2024-09-19T23:52:57Z,2024-09-19T23:52:14Z,news,0.5176,https://dailysoundandfury.com/northwestern-university-model-shows-harris-landslide-438-100/,Northwestern University Model Shows Harris Landslide 438-100 - Daily Sound & Fury,A forecasting model developed by Northwestern Professor Thomas Miller shows a big change since the debate. The model had Harris with a small lead of 288 to 250 before the debate. His model is not ...,[],-0.0039,464485977,1,dailysoundandfury.com,news,Daily Sound & Fury,https://i1.wp.com/dailysoundandfury.com/wp-content/uploads/2024/09/gambling-4178462_1280.jpg?ssl=1,eng-9918809,2024-09-20
