uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,sentiment,wgt,relevance,source.uri,source.dataType,source.title,image,eventUri,feed date
8337395275,eng,False,2024-09-26,03:01:29,2024-09-26T03:01:29Z,2024-09-26T03:00:19Z,news,0.7412,https://www.postandcourier.com/arena/the-spun/erin-andrews-let-everyone-know-where-she-stands-politically/article_df1a2dbc-edb4-5b16-9a9c-a9fd1e76adaa.html,Erin Andrews Let Everyone Know Where She Stands Politically,"Erin Andrews has yet to speak out ahead of the 2024 presidential election, and it's probably safe to assume that she won't be.

While many people in the National Football League might choose to speak ...","{'uri': ['andrew_holleran@postandcourier.com'], 'name': ['Andrew Holleran'], 'type': ['author'], 'isAgency': [False]}",0.1059,465015689,1,postandcourier.com,news,Post and Courier,https://bloximages.newyork1.vip.townnews.com/postandcourier.com/content/tncms/custom/image/6903687a-a7dc-11e9-896c-0bef6d6c9301.jpg?resize=600%2C314,eng-9930070,2024-09-26
2024-09-496570452,eng,True,2024-09-26,02:36:16,2024-09-26T02:36:16Z,2024-09-26T01:41:02Z,news,0.0,https://www.newsobserver.com/news/nation-world/national/article293055939.html,"Vance encourages early, absentee voting at Michigan event","By Carol Thompson and Grant Schwab, The Detroit News The Tribune Content Agency

TRAVERSE CITY, Mich. - Republican vice presidential candidate JD Vance encouraged a crowd of supporters Wednesday to ...","{'uri': ['grant_schwab@newsobserver.com'], 'name': ['Grant Schwab'], 'type': ['author'], 'isAgency': [False]}",0.2706,465014176,1,newsobserver.com,news,The News&Observer,https://www.mcclatchy-wires.com/incoming/gg0ung/picture293055724/alternates/LANDSCAPE_1140/e838451a-9bd9-47f7-a685-ffbe7cc50339,,2024-09-26
2024-09-496568374,eng,True,2024-09-26,02:33:08,2024-09-26T02:33:08Z,2024-09-26T01:02:35Z,news,0.0,https://www.thestate.com/news/nation-world/national/article293054939.html,House Republicans launch investigation into Zelensky's Pennsylvania visit,"Sept. 25 (UPI) -- House Republicans launched an investigation Wednesday into Ukrainian President Volodymyr Zelensky's recent visit to an ammunition factory in Pennsylvania, claiming his trip with ...","{'uri': ['sheri_walsh@thestate.com'], 'name': ['Sheri Walsh'], 'type': ['author'], 'isAgency': [False]}",-0.1529,465013988,1,thestate.com,news,The State,https://www.mcclatchy-wires.com/incoming/w7s4gj/picture293054914/alternates/LANDSCAPE_1140/1e33d472-171c-4b4b-83be-12ac22d0b20f,,2024-09-26
2024-09-496561820,eng,False,2024-09-26,02:17:55,2024-09-26T02:17:55Z,2024-09-26T02:09:10Z,news,0.0,https://thehill.com/homenews/4900148-cruz-gets-heated-after-booker-blocks-deepfake-revenge-porn-bill/,Cruz gets heated after Booker blocks deepfake revenge porn bill,"Texas Sen. Ted Cruz (R) vented his frustration on the Senate floor Wednesday evening after Cory Booker (D-N.J.), in an unusual exchange, objected to a bipartisan bill sponsored by Cruz that would ...","{'uri': ['alexander_bolton@thehill.com'], 'name': ['Alexander Bolton'], 'type': ['author'], 'isAgency': [False]}",-0.3176,465013075,1,thehill.com,news,The Hill,https://thehill.com/wp-content/uploads/sites/2/2024/04/cruzted_041824gn01_w.jpg?strip=1&w=640,,2024-09-26
2024-09-496560867,eng,True,2024-09-26,02:16:22,2024-09-26T02:16:22Z,2024-09-26T01:41:02Z,news,0.0,https://www.fresnobee.com/news/nation-world/national/article293055939.html,"Vance encourages early, absentee voting at Michigan event","By Carol Thompson and Grant Schwab, The Detroit News The Tribune Content Agency

TRAVERSE CITY, Mich. - Republican vice presidential candidate JD Vance encouraged a crowd of supporters Wednesday to ...","{'uri': ['grant_schwab@fresnobee.com'], 'name': ['Grant Schwab'], 'type': ['author'], 'isAgency': [False]}",0.2706,465012982,1,fresnobee.com,news,The Fresno Bee,https://www.mcclatchy-wires.com/incoming/gg0ung/picture293055724/alternates/LANDSCAPE_1140/e838451a-9bd9-47f7-a685-ffbe7cc50339,,2024-09-26
8337362772,eng,True,2024-09-26,02:11:56,2024-09-26T02:11:56Z,2024-09-26T02:10:19Z,news,0.0,https://www.eurasiareview.com/26092024-hillary-clinton-returns-to-muzzle-everyone-oped/,Hillary Clinton Returns To Muzzle Everyone - OpEd,"Why should Americans trust anyone who believes Orwell's 1984 was an ode to servility?

""You could drop Hillary into any trouble spot, come back in a month and... she will have made it better,"" former ...","{'uri': ['james_bovard@eurasiareview.com'], 'name': ['James Bovard'], 'type': ['author'], 'isAgency': [False]}",-0.051,465012716,1,eurasiareview.com,news,Eurasia Review,https://www.eurasiareview.com/wp-content/uploads/2015/07/Clinton-e1727310203816.jpg,,2024-09-26
2024-09-496558176,eng,True,2024-09-26,02:11:01,2024-09-26T02:11:01Z,2024-09-26T01:41:02Z,news,0.0,https://www.theolympian.com/news/nation-world/national/article293055939.html,"Vance encourages early, absentee voting at Michigan event","By Carol Thompson and Grant Schwab, The Detroit News The Tribune Content Agency

TRAVERSE CITY, Mich. - Republican vice presidential candidate JD Vance encouraged a crowd of supporters Wednesday to ...","{'uri': ['grant_schwab@theolympian.com'], 'name': ['Grant Schwab'], 'type': ['author'], 'isAgency': [False]}",0.2706,465012661,1,theolympian.com,news,The  Olympian,https://www.mcclatchy-wires.com/incoming/gg0ung/picture293055724/alternates/LANDSCAPE_1140/e838451a-9bd9-47f7-a685-ffbe7cc50339,,2024-09-26
2024-09-496557447,eng,True,2024-09-26,02:10:20,2024-09-26T02:10:20Z,2024-09-26T01:41:02Z,news,0.0,https://www.islandpacket.com/news/nation-world/national/article293055939.html,"Vance encourages early, absentee voting at Michigan event","By Carol Thompson and Grant Schwab, The Detroit News The Tribune Content Agency

TRAVERSE CITY, Mich. - Republican vice presidential candidate JD Vance encouraged a crowd of supporters Wednesday to ...","{'uri': ['grant_schwab@islandpacket.com'], 'name': ['Grant Schwab'], 'type': ['author'], 'isAgency': [False]}",0.2706,465012620,1,islandpacket.com,news,The Island Packet,https://www.mcclatchy-wires.com/incoming/gg0ung/picture293055724/alternates/LANDSCAPE_1140/e838451a-9bd9-47f7-a685-ffbe7cc50339,,2024-09-26
2024-09-496555330,eng,True,2024-09-26,02:07:02,2024-09-26T02:07:02Z,2024-09-26T01:41:02Z,news,0.0,https://www.kentucky.com/news/nation-world/national/article293055939.html,"Vance encourages early, absentee voting at Michigan event","By Carol Thompson and Grant Schwab, The Detroit News The Tribune Content Agency

TRAVERSE CITY, Mich. - Republican vice presidential candidate JD Vance encouraged a crowd of supporters Wednesday to ...",[],0.2706,465012422,1,kentucky.com,news,Lexington Herald Leader,https://www.mcclatchy-wires.com/incoming/gg0ung/picture293055724/alternates/LANDSCAPE_1140/e838451a-9bd9-47f7-a685-ffbe7cc50339,,2024-09-26
2024-09-496553963,eng,True,2024-09-26,02:05:15,2024-09-26T02:05:15Z,2024-09-26T01:41:02Z,news,0.0,https://www.sunherald.com/news/nation-world/national/article293055939.html,"Vance encourages early, absentee voting at Michigan event","By Carol Thompson and Grant Schwab, The Detroit News The Tribune Content Agency

TRAVERSE CITY, Mich. - Republican vice presidential candidate JD Vance encouraged a crowd of supporters Wednesday to ...","{'uri': ['grant_schwab@sunherald.com'], 'name': ['Grant Schwab'], 'type': ['author'], 'isAgency': [False]}",0.2706,465012315,1,sunherald.com,news,Sun Herald,https://www.mcclatchy-wires.com/incoming/gg0ung/picture293055724/alternates/LANDSCAPE_1140/e838451a-9bd9-47f7-a685-ffbe7cc50339,,2024-09-26
2024-09-496553783,eng,True,2024-09-26,02:03:33,2024-09-26T02:03:33Z,2024-09-26T01:41:02Z,news,0.0,https://www.miamiherald.com/news/nation-world/national/article293055939.html,"Vance encourages early, absentee voting at Michigan event","By Carol Thompson and Grant Schwab, The Detroit News The Tribune Content Agency

TRAVERSE CITY, Mich. - Republican vice presidential candidate JD Vance encouraged a crowd of supporters Wednesday to ...","{'uri': ['grant_schwab@miamiherald.com'], 'name': ['Grant Schwab'], 'type': ['author'], 'isAgency': [False]}",0.2706,465012213,1,miamiherald.com,news,Miami Herald,https://www.mcclatchy-wires.com/incoming/gg0ung/picture293055724/alternates/LANDSCAPE_1140/e838451a-9bd9-47f7-a685-ffbe7cc50339,,2024-09-26
8337357403,eng,True,2024-09-26,02:03:11,2024-09-26T02:03:11Z,2024-09-26T02:02:49Z,news,0.5647,https://www.eagletribune.com/region/vance-encourages-early-absentee-voting-at-michigan-event/article_18d21657-23f3-5325-b726-ce113c53f1df.html,"Vance encourages early, absentee voting at Michigan event","TRAVERSE CITY, Mich. -- Republican vice presidential candidate JD Vance encouraged a crowd of supporters Wednesday to cast early and absentee votes in the 2024 presidential election, though he ...","{'uri': ['carol_thompson@eagletribune.com'], 'name': ['Carol Thompson'], 'type': ['author'], 'isAgency': [False]}",0.1765,465012191,1,eagletribune.com,news,Eagle-Tribune,https://bloximages.chicago2.vip.townnews.com/eagletribune.com/content/tncms/custom/image/ae213140-df8c-11e7-b06d-b798580d75a5.jpg?resize=600%2C333,,2024-09-26
2024-09-496553210,eng,True,2024-09-26,02:02:30,2024-09-26T02:02:30Z,2024-09-26T01:41:02Z,news,0.0,https://www.idahostatesman.com/news/nation-world/national/article293055939.html,"Vance encourages early, absentee voting at Michigan event","By Carol Thompson and Grant Schwab, The Detroit News The Tribune Content Agency

TRAVERSE CITY, Mich. - Republican vice presidential candidate JD Vance encouraged a crowd of supporters Wednesday to ...","{'uri': ['grant_schwab@idahostatesman.com'], 'name': ['Grant Schwab'], 'type': ['author'], 'isAgency': [False]}",0.2706,465012150,1,idahostatesman.com,news,Idaho Statesman,https://www.mcclatchy-wires.com/incoming/gg0ung/picture293055724/alternates/LANDSCAPE_1140/e838451a-9bd9-47f7-a685-ffbe7cc50339,,2024-09-26
2024-09-496553324,eng,True,2024-09-26,02:01:49,2024-09-26T02:01:49Z,2024-09-26T01:41:02Z,news,0.0,https://www.star-telegram.com/news/nation-world/national/article293055939.html,"Vance encourages early, absentee voting at Michigan event","TRAVERSE CITY, Mich. - Republican vice presidential candidate JD Vance encouraged a crowd of supporters Wednesday to cast early and absentee votes in the 2024 presidential election, though he ...","{'uri': ['grant_schwab@star-telegram.com'], 'name': ['Grant Schwab'], 'type': ['author'], 'isAgency': [False]}",0.1608,465012109,1,star-telegram.com,news,Fort Worth Star-Telegram,https://www.mcclatchy-wires.com/incoming/gg0ung/picture293055724/alternates/LANDSCAPE_1140/e838451a-9bd9-47f7-a685-ffbe7cc50339,,2024-09-26
2024-09-496553005,eng,True,2024-09-26,02:00:18,2024-09-26T02:00:18Z,2024-09-26T01:41:02Z,news,0.0,https://www.heraldonline.com/news/nation-world/national/article293055939.html,"Vance encourages early, absentee voting at Michigan event","By Carol Thompson and Grant Schwab, The Detroit News The Tribune Content Agency

TRAVERSE CITY, Mich. - Republican vice presidential candidate JD Vance encouraged a crowd of supporters Wednesday to ...","{'uri': ['grant_schwab@heraldonline.com'], 'name': ['Grant Schwab'], 'type': ['author'], 'isAgency': [False]}",0.2706,465012018,1,heraldonline.com,news,The Herald,https://www.mcclatchy-wires.com/incoming/gg0ung/picture293055724/alternates/LANDSCAPE_1140/e838451a-9bd9-47f7-a685-ffbe7cc50339,,2024-09-26
2024-09-496552092,eng,True,2024-09-26,01:59:04,2024-09-26T01:59:04Z,2024-09-26T01:41:02Z,news,0.0,https://www.bnd.com/news/nation-world/national/article293055939.html,"Vance encourages early, absentee voting at Michigan event","By Carol Thompson and Grant Schwab, The Detroit News The Tribune Content Agency

TRAVERSE CITY, Mich. - Republican vice presidential candidate JD Vance encouraged a crowd of supporters Wednesday to ...","{'uri': ['grant_schwab@bnd.com'], 'name': ['Grant Schwab'], 'type': ['author'], 'isAgency': [False]}",0.2706,465011944,1,bnd.com,news,Belleville News-Democrat,https://www.mcclatchy-wires.com/incoming/gg0ung/picture293055724/alternates/LANDSCAPE_1140/e838451a-9bd9-47f7-a685-ffbe7cc50339,,2024-09-26
2024-09-496552513,eng,True,2024-09-26,01:58:41,2024-09-26T01:58:41Z,2024-09-26T01:41:02Z,news,0.0,https://www.myrtlebeachonline.com/news/nation-world/national/article293055939.html,"Vance encourages early, absentee voting at Michigan event","By Carol Thompson and Grant Schwab, The Detroit News The Tribune Content Agency

TRAVERSE CITY, Mich. - Republican vice presidential candidate JD Vance encouraged a crowd of supporters Wednesday to ...","{'uri': ['grant_schwab@myrtlebeachonline.com'], 'name': ['Grant Schwab'], 'type': ['author'], 'isAgency': [False]}",0.2706,465011921,1,myrtlebeachonline.com,news,MyrtleBeachOnline,https://www.mcclatchy-wires.com/incoming/gg0ung/picture293055724/alternates/LANDSCAPE_1140/e838451a-9bd9-47f7-a685-ffbe7cc50339,,2024-09-26
2024-09-496551549,eng,True,2024-09-26,01:55:41,2024-09-26T01:55:41Z,2024-09-26T01:41:02Z,news,0.0,https://www.sacbee.com/news/nation-world/national/article293055939.html,"Vance encourages early, absentee voting at Michigan event","By Carol Thompson and Grant Schwab, The Detroit News The Tribune Content Agency

TRAVERSE CITY, Mich. - Republican vice presidential candidate JD Vance encouraged a crowd of supporters Wednesday to ...","{'uri': ['grant_schwab@sacbee.com'], 'name': ['Grant Schwab'], 'type': ['author'], 'isAgency': [False]}",0.2706,465011741,1,sacbee.com,news,The Sacramento Bee,https://www.mcclatchy-wires.com/incoming/gg0ung/picture293055724/alternates/LANDSCAPE_1140/e838451a-9bd9-47f7-a685-ffbe7cc50339,,2024-09-26
2024-09-496551219,eng,False,2024-09-26,01:54:54,2024-09-26T01:54:54Z,2024-09-26T01:41:02Z,news,0.5529,https://www.bradenton.com/news/nation-world/national/article293055939.html,"Vance encourages early, absentee voting at Michigan event","By Carol Thompson and Grant Schwab, The Detroit News The Tribune Content Agency

TRAVERSE CITY, Mich. - Republican vice presidential candidate JD Vance encouraged a crowd of supporters Wednesday to ...","{'uri': ['grant_schwab@bradenton.com'], 'name': ['Grant Schwab'], 'type': ['author'], 'isAgency': [False]}",0.2706,465011694,1,bradenton.com,news,Bradenton Herald,https://www.mcclatchy-wires.com/incoming/gg0ung/picture293055724/alternates/LANDSCAPE_1140/e838451a-9bd9-47f7-a685-ffbe7cc50339,eng-9938163,2024-09-26
2024-09-496549318,eng,True,2024-09-26,01:51:02,2024-09-26T01:51:02Z,2024-09-26T01:06:39Z,news,0.0,https://www.aol.com/republicans-trump-lead-icing-zelensky-212515375.html,Republicans follow Trump's lead of icing out Zelensky,"Republicans follow Trump's lead of icing out Zelensky

Kate Sullivan, Annie Grayer and Sarah Ferris, CNN

September 26, 2024 at 3:06 AM

Former President Donald Trump on Wednesday criticized Volodymyr ...","{'uri': ['annie_grayer@aol.com'], 'name': ['Annie Grayer'], 'type': ['author'], 'isAgency': [False]}",-0.2627,465011462,1,aol.com,news,Aol,https://media.zenfs.com/en/aol_cnn_articles_945/df47a1b754c05aeea7fa103571ac8ab4,,2024-09-26
2024-09-496546395,eng,False,2024-09-26,01:47:02,2024-09-26T01:47:02Z,2024-09-25T22:36:17Z,news,0.0,https://thespun.com/olympics/michael-phelps-has-made-it-clear-where-he-stands-politically,Michael Phelps Has Made It Clear Where He Stands Politically,"Michael Phelps, arguably the greatest United States Olympian of all-time, has made it clear where he stands politically over the years.

The legendary U.S. swimmer, who won a record 28 medals at the ...","{'uri': ['andrew_holleran@thespun.com'], 'name': ['Andrew Holleran'], 'type': ['author'], 'isAgency': [False]}",0.2157,465011222,1,thespun.com,news,The Spun,https://thespun.com/.image/t_share/MjA4MzU5MzAyNDQ2OTgyODAw/swimming---olympic-games-paris-2024-day-2.jpg,,2024-09-26
8337338333,eng,False,2024-09-26,01:39:19,2024-09-26T01:39:19Z,2024-09-26T01:35:52Z,news,0.4314,https://exbulletin.com/politics/2851982/,"How voters think Harris and Trump's policies will affect women and men, ethnic groups, rich and poor - ExBulletin","Big differences in views on how women and men would behave under a Harris or Trump administration

The Pew Research Center conducted this study to understand Americans' views on how the outcome of the ...",[],0.0431,465010759,1,exbulletin.com,news,ExBulletin,https://www.pewresearch.org/wp-content/uploads/sites/20/2024/09/PP_24.09.24.TrumpHarrisBetter_feature.png?w=1200&h=628&crop=1,eng-9929150,2024-09-26
2024-09-496539280,eng,True,2024-09-26,01:29:46,2024-09-26T01:29:46Z,2024-09-26T00:06:12Z,news,0.0,https://www.aol.com/chappell-roan-reveals-she-voting-205414540.html,Chappell Roan reveals she's voting for Kamala Harris after online backlash,"Chappell Roan reveals she's voting for Kamala Harris after online backlash

Matt Lavietes

Updated September 26, 2024 at 2:06 AM

Pop star Chappell Roan revealed in a TikTok video Wednesday that she's ...","{'uri': ['matt_lavietes@aol.com'], 'name': ['Matt Lavietes'], 'type': ['author'], 'isAgency': [False]}",-0.1216,465010186,1,aol.com,news,Aol,https://s.yimg.com/ny/api/res/1.2/zgJz1ILNzOFyPwcUpxHv8g--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/aol_nbc_universal_184/380919debc4e51bbe3daed7ed8908002,,2024-09-26
8337330956,eng,True,2024-09-26,01:24:56,2024-09-26T01:24:56Z,2024-09-26T01:23:30Z,news,0.0,https://wfin.com/fox-political-news/johnson-demands-zelenskyy-fire-ukraines-ambassador-to-us-amid-fallout-from-pennsylvania-trip/,Johnson demands Zelenskyy fire Ukraine's ambassador to US amid fallout from Pennsylvania trip - WFIN Local News,EXCLUSIVE: House Speaker Mike Johnson is calling on Ukrainian President Volodymyr Zelenskyy to fire Ukraine's ambassador to the United States after she allegedly organized a U.S. taxpayer-funded visit ...,[],-0.2941,465009896,15,wfin.com,news,WFIN,https://wfin.com/wp-content/uploads/2018/03/WFIN-AM-FM-logo.png,,2024-09-26
2024-09-496535199,eng,True,2024-09-26,01:24:53,2024-09-26T01:24:53Z,2024-09-26T01:02:35Z,news,0.0,https://www.myrtlebeachonline.com/news/nation-world/national/article293054939.html,House Republicans launch investigation into Zelensky's Pennsylvania visit,"Sept. 25 (UPI) -- House Republicans launched an investigation Wednesday into Ukrainian President Volodymyr Zelensky's recent visit to an ammunition factory in Pennsylvania, claiming his trip with ...","{'uri': ['sheri_walsh@myrtlebeachonline.com'], 'name': ['Sheri Walsh'], 'type': ['author'], 'isAgency': [False]}",-0.1529,465009893,1,myrtlebeachonline.com,news,MyrtleBeachOnline,https://www.mcclatchy-wires.com/incoming/w7s4gj/picture293054914/alternates/LANDSCAPE_1140/1e33d472-171c-4b4b-83be-12ac22d0b20f,,2024-09-26
2024-09-496535249,eng,True,2024-09-26,01:24:43,2024-09-26T01:24:43Z,2024-09-26T01:02:35Z,news,0.0,https://www.charlotteobserver.com/news/nation-world/national/article293054939.html,House Republicans launch investigation into Zelensky's Pennsylvania visit,"Sept. 25 (UPI) -- House Republicans launched an investigation Wednesday into Ukrainian President Volodymyr Zelensky's recent visit to an ammunition factory in Pennsylvania, claiming his trip with ...","{'uri': ['sheri_walsh@charlotteobserver.com'], 'name': ['Sheri Walsh'], 'type': ['author'], 'isAgency': [False]}",-0.1529,465009883,1,charlotteobserver.com,news,The Charlotte Observer,https://www.mcclatchy-wires.com/incoming/w7s4gj/picture293054914/alternates/LANDSCAPE_1140/1e33d472-171c-4b4b-83be-12ac22d0b20f,,2024-09-26
2024-09-496534584,eng,True,2024-09-26,01:20:29,2024-09-26T01:20:29Z,2024-09-26T01:02:35Z,news,0.0,https://www.bradenton.com/news/nation-world/national/article293054939.html,House Republicans launch investigation into Zelensky's Pennsylvania visit,"Sept. 25 (UPI) -- House Republicans launched an investigation Wednesday into Ukrainian President Volodymyr Zelensky's recent visit to an ammunition factory in Pennsylvania, claiming his trip with ...","{'uri': ['sheri_walsh@bradenton.com'], 'name': ['Sheri Walsh'], 'type': ['author'], 'isAgency': [False]}",-0.1529,465009629,1,bradenton.com,news,Bradenton Herald,https://www.mcclatchy-wires.com/incoming/w7s4gj/picture293054914/alternates/LANDSCAPE_1140/1e33d472-171c-4b4b-83be-12ac22d0b20f,,2024-09-26
2024-09-496533401,eng,True,2024-09-26,01:17:16,2024-09-26T01:17:16Z,2024-09-26T01:02:35Z,news,0.0,https://www.newsobserver.com/news/nation-world/national/article293054939.html,House Republicans launch investigation into Zelensky's Pennsylvania visit,"Sept. 25 (UPI) -- House Republicans launched an investigation Wednesday into Ukrainian President Volodymyr Zelensky's recent visit to an ammunition factory in Pennsylvania, claiming his trip with ...","{'uri': ['sheri_walsh@newsobserver.com'], 'name': ['Sheri Walsh'], 'type': ['author'], 'isAgency': [False]}",-0.1529,465009436,1,newsobserver.com,news,The News&Observer,https://www.mcclatchy-wires.com/incoming/w7s4gj/picture293054914/alternates/LANDSCAPE_1140/1e33d472-171c-4b4b-83be-12ac22d0b20f,,2024-09-26
