uri,lang,isDuplicate,date,time,dateTime,dateTimePub,dataType,sim,url,title,body,authors,eventUri,sentiment,wgt,relevance,source.uri,source.dataType,source.title,image
8294921080,eng,False,2024-08-28,04:08:19,2024-08-28T04:08:19Z,2024-08-28T04:08:00Z,news,0.5569,https://www.nytimes.com/2024/08/28/briefing/trump-indictment-hostage-gaza.html,Wednesday Briefing,"🇺🇸 U.S. ELECTION 2024

The presidential election is less than 70 days away. This is what we're watching.

A new indictment was filed against Donald Trump

Federal prosecutors issued a ...",[],eng-9852234,0.0745,462514099,1,nytimes.com,news,The New York Times,https://static01.nyt.com/images/2024/08/28/multimedia/28ambriefing-europe-jack-smith-vkwl/28ambriefing-europe-jack-smith-vkwl-videoSixteenByNine3000.jpg
8294916876,eng,False,2024-08-28,04:04:31,2024-08-28T04:04:31Z,2024-08-28T04:04:00Z,news,0.0,https://www.theamericanconservative.com/older-liberals-are-destroying-polling/,Older Liberals Are Destroying Polling,"For eight years, one group's response bias has been playing havoc with poll accuracy.

By the end of July, it had become clear that Joe Biden was going to lose the 2024 presidential election in a ...",[],,-0.0118,462513871,1,theamericanconservative.com,news,The American Conservative,https://www.theamericanconservative.com/wp-content/uploads/2023/03/GettyImages-138711481-scaled-e1724788877263.jpg
2024-08-467950338,eng,False,2024-08-28,03:30:37,2024-08-28T03:30:37Z,2024-08-27T22:59:01Z,news,0.7451,https://www.aol.com/news/takeaways-indictment-against-donald-trump-225901111.html,Takeaways from the new indictment against Donald Trump in the January 6 and election subversion case,"Takeaways from the new indictment against Donald Trump in the January 6 and election subversion case

Marshall Cohen, John Fritze and Devan Cole, CNN

August 28, 2024 at 12:59 AM

Special counsel Jack ...","{'uri': ['john_fritze@aol.com'], 'name': ['John Fritze'], 'type': ['author'], 'isAgency': [False]}",eng-9852234,0.098,462511837,1,aol.com,news,Aol,https://media.zenfs.com/en/aol_cnn_articles_945/a67ef67359016927684d0bf15a36b537
2024-08-467949625,eng,True,2024-08-28,03:30:04,2024-08-28T03:30:04Z,2024-08-28T02:00:03Z,news,0.0,https://www.sanluisobispo.com/entertainment/article291574880.html,"Carole King, Elizabeth Warren Join Leaders Backing Swifties for Kamala","Taylor Swift fans are not waiting for the pop star to endorse a candidate in this presidential election.

Over 20,000 Swifties joined a Zoom webinar kickoff call with Swifties for Kamala Tuesday night ...",[],,0.4275,462511804,1,sanluisobispo.com,news,The Tribune,https://www.mcclatchy-wires.com/incoming/vl5g5e/picture291574830/alternates/LANDSCAPE_1140/931a1ac5-7c8f-4ad3-99dd-8bafb5384688
8294875811,eng,False,2024-08-28,03:19:35,2024-08-28T03:19:35Z,2024-08-28T03:19:24Z,news,0.7216,https://timesofindia.indiatimes.com/world/us/yell-at-me-if-elon-musk-responds-to-zuckerbergs-regret-over-covid-19-censorship/articleshow/112851005.cms,"'Yell at me, if ...': Elon Musk responds to Zuckerberg's regret over Covid-19 censorship - Times of India","In the wake of Mark Zuckerberg's admission of regret over complying with Biden administration pressure to censor Covid-19 content, Tesla and SpaceX CEO Elon Musk has weighed in on the matter. Musk, in ...","{'uri': ['toi_world_desk@timesofindia.indiatimes.com'], 'name': ['Toi World Desk'], 'type': ['author'], 'isAgency': [False]}",eng-9849319,0.0902,462511175,1,timesofindia.indiatimes.com,news,The Times of India,"https://static.toiimg.com/thumb/msid-112852508,width-1070,height-580,imgsize-1283128,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg"
2024-08-467942453,eng,False,2024-08-28,03:17:04,2024-08-28T03:17:04Z,2024-08-28T03:16:56Z,news,0.6902,https://jakartaglobe.id/news/prabowo-subianto-on-winning-presidency-joining-jokowi-taught-me-a-lot,Prabowo Subianto on Winning Presidency: 'Joining Jokowi Taught Me a Lot',"President-elect Prabowo Subianto sips coffee while delivering a speech during the closing of the Nasdem Party

Jakarta. President-elect Prabowo Subianto recently reflected on his political journey, ...",[],eng-9846603,0.1059,462511024,1,jakartaglobe.id,news,Jakarta Globe,https://img2.beritasatu.com/cache/jakartaglobe/960x620-w/2024/08/1724814600-5000x3334.webp
2024-08-467929225,eng,False,2024-08-28,02:56:34,2024-08-28T02:56:34Z,2024-08-28T01:58:17Z,news,0.7451,https://exbulletin.com/politics/2829963/,What to remember from the new indictment against Donald Trump in the January 6 and election subversion case,"Special counsel Jack Smith delivered the latest twist in the 2020 election subversion case against former President Donald Trump, filing a revamped indictment Tuesday that he hopes complies with the ...",[],eng-9852234,0.0902,462509794,1,exbulletin.com,news,ExBulletin,"https://media.cnn.com/api/v1/images/stellar/prod/untitled-2-20231205183308426.jpg?c=16x9&q=w_800,c_fill"
2024-08-467928385,eng,True,2024-08-28,02:53:49,2024-08-28T02:53:49Z,2024-08-28T02:00:03Z,news,0.0,https://www.newsobserver.com/entertainment/article291574880.html,"Carole King, Elizabeth Warren Join Leaders Backing Swifties for Kamala","Taylor Swift fans are not waiting for the pop star to endorse a candidate in this presidential election.

Over 20,000 Swifties joined a Zoom webinar kickoff call with Swifties for Kamala Tuesday night ...",[],,0.4275,462509629,1,newsobserver.com,news,The News&Observer,https://www.mcclatchy-wires.com/incoming/vl5g5e/picture291574830/alternates/LANDSCAPE_1140/931a1ac5-7c8f-4ad3-99dd-8bafb5384688
2024-08-467926180,eng,True,2024-08-28,02:48:09,2024-08-28T02:48:09Z,2024-08-28T02:00:03Z,news,0.0,https://www.bradenton.com/entertainment/article291574880.html,"Carole King, Elizabeth Warren Join Leaders Backing Swifties for Kamala","Taylor Swift fans are not waiting for the pop star to endorse a candidate in this presidential election.

Over 20,000 Swifties joined a Zoom webinar kickoff call with Swifties for Kamala Tuesday night ...",[],,0.4275,462509289,1,bradenton.com,news,Bradenton Herald,https://www.mcclatchy-wires.com/incoming/vl5g5e/picture291574830/alternates/LANDSCAPE_1140/931a1ac5-7c8f-4ad3-99dd-8bafb5384688
2024-08-467925231,eng,True,2024-08-28,02:44:15,2024-08-28T02:44:15Z,2024-08-28T02:21:00Z,news,0.0,https://uk.news.yahoo.com/donald-trump-hit-fresh-indictment-022100511.html,Donald Trump hit with fresh indictment in 2020 US election interference case,"A new indictment has been filed against Donald Trump over his efforts to undo the 2020 presidential election following his defeat to Joe Biden.

The new document removes a section that had accused Mr ...",[],,0.2157,462509055,1,uk.news.yahoo.com,news,Yahoo News UK,https://media.zenfs.com/en/sky.com/eb70523ddba692317e13877232e6aa02
8294843290,eng,True,2024-08-28,02:42:51,2024-08-28T02:42:51Z,2024-08-28T02:42:01Z,news,0.0,https://ca.news.yahoo.com/donald-trump-hit-fresh-indictment-022100511.html,Donald Trump hit with fresh indictment in 2020 US election interference case,"A new indictment has been filed against Donald Trump over his efforts to undo the 2020 presidential election following his defeat to Joe Biden.

The new document removes a section that had accused Mr ...",[],,0.1059,462508971,1,ca.news.yahoo.com,news,Yahoo,https://media.zenfs.com/en/sky.com/eb70523ddba692317e13877232e6aa02
2024-08-467919830,eng,True,2024-08-28,02:34:39,2024-08-28T02:34:39Z,2024-08-28T02:00:03Z,news,0.0,https://www.kentucky.com/entertainment/article291574880.html,"Carole King, Elizabeth Warren Join Leaders Backing Swifties for Kamala","Taylor Swift fans are not waiting for the pop star to endorse a candidate in this presidential election.

Over 20,000 Swifties joined a Zoom webinar kickoff call with Swifties for Kamala Tuesday night ...",[],,0.4275,462508479,1,kentucky.com,news,Lexington Herald Leader,https://www.mcclatchy-wires.com/incoming/vl5g5e/picture291574830/alternates/LANDSCAPE_1140/931a1ac5-7c8f-4ad3-99dd-8bafb5384688
8294837504,eng,True,2024-08-28,02:34:25,2024-08-28T02:34:25Z,2024-08-28T02:34:05Z,news,0.0,https://therussophile.org/breaking-news-alerts-keep-public-posted-on-trivia-and-trump.html/,Breaking News Alerts Keep Public Posted on Trivia and Trump - Russia News Now,"Much like the front page, breaking-news newsletters demonstrate which stories news outlets think deserve the most attention. It's important real estate: By pushing these stories to readers, they ...",[],,0.2314,462508465,1,therussophile.org,news,TheRussophiles,https://i0.wp.com/therussophile.org/wp-content/uploads/2024/08/full.png?fit=1220%2C980&ssl=1
8294836780,eng,False,2024-08-28,02:33:20,2024-08-28T02:33:20Z,2024-08-28T02:33:12Z,news,0.0,https://twitchy.com/brettt/2024/08/27/house-dems-want-to-censor-ai-image-generator-before-election-n2400204,House Dems Want to Censor AI Image Generator Before Election,"Oh no, there's more disinformation out there that the public needs the government to protect it from.

Images made by artificial intelligence are one of the highlights of this election. There are so ...","{'uri': ['brett_t@twitchy.com'], 'name': ['Brett T.'], 'type': ['author'], 'isAgency': [False]}",,0.0667,462508400,1,twitchy.com,news,Twitchy,https://media.townhall.com/cdn/hodl/tw/images/up/2024/235/1e611358-97e9-49c1-af10-02058b27a520.png
2024-08-467912956,eng,True,2024-08-28,02:19:50,2024-08-28T02:19:50Z,2024-08-28T02:00:03Z,news,0.0,https://www.theolympian.com/entertainment/article291574880.html,"Carole King, Elizabeth Warren Join Leaders Backing Swifties for Kamala","Taylor Swift fans are not waiting for the pop star to endorse a candidate in this presidential election.

Over 20,000 Swifties joined a Zoom webinar kickoff call with Swifties for Kamala Tuesday night ...",[],,0.4275,462507590,1,theolympian.com,news,The  Olympian,https://www.mcclatchy-wires.com/incoming/vl5g5e/picture291574830/alternates/LANDSCAPE_1140/931a1ac5-7c8f-4ad3-99dd-8bafb5384688
2024-08-467912896,eng,True,2024-08-28,02:19:25,2024-08-28T02:19:25Z,2024-08-28T02:00:03Z,news,0.0,https://www.sunherald.com/entertainment/article291574880.html,"Carole King, Elizabeth Warren Join Leaders Backing Swifties for Kamala","Taylor Swift fans are not waiting for the pop star to endorse a candidate in this presidential election.

Over 20,000 Swifties joined a Zoom webinar kickoff call with Swifties for Kamala Tuesday night ...",[],,0.4275,462507565,1,sunherald.com,news,Sun Herald,https://www.mcclatchy-wires.com/incoming/vl5g5e/picture291574830/alternates/LANDSCAPE_1140/931a1ac5-7c8f-4ad3-99dd-8bafb5384688
8294823727,eng,False,2024-08-28,02:16:21,2024-08-28T02:16:21Z,2024-08-28T02:16:07Z,news,0.0,https://www.benzinga.com/news/24/08/40591756/ray-dalio-warns-of-looming-economic-peril-for-america-no-clear-strategy-from-democrats-or-republican,"Ray Dalio Warns Of Looming Economic Peril For America: No Clear Strategy From Democrats Or Republicans On Boosting Broad-Based Productivity  --  'Ominous Mix Of Deficits, Taxes, And Benefit Cuts' Lies Ahead","Chief Investment Officer of Bridgewater Associates, Ray Dalio, recently highlighted the urgent need for a comprehensive strategy for broad-based productivity in the United States, expressing his ...","{'uri': ['benzinga_neuro@benzinga.com'], 'name': ['Benzinga Neuro'], 'type': ['author'], 'isAgency': [False]}",,0.2392,462507381,1,benzinga.com,news,Benzinga,https://cdn.benzinga.com/files/images/story/2024/08/27/8-Tips-From-Billionaire-Investor-Ray-Dal.jpeg?width=1200&height=800&fit=crop
2024-08-467911645,eng,True,2024-08-28,02:15:01,2024-08-28T02:15:01Z,2024-08-28T02:00:03Z,news,0.0,https://www.myrtlebeachonline.com/entertainment/article291574880.html,"Carole King, Elizabeth Warren Join Leaders Backing Swifties for Kamala","Taylor Swift fans are not waiting for the pop star to endorse a candidate in this presidential election.

Over 20,000 Swifties joined a Zoom webinar kickoff call with Swifties for Kamala Tuesday night ...",[],,0.4275,462507301,1,myrtlebeachonline.com,news,MyrtleBeachOnline,https://www.mcclatchy-wires.com/incoming/vl5g5e/picture291574830/alternates/LANDSCAPE_1140/931a1ac5-7c8f-4ad3-99dd-8bafb5384688
2024-08-467910805,eng,True,2024-08-28,02:14:11,2024-08-28T02:14:11Z,2024-08-28T02:00:03Z,news,0.0,https://www.star-telegram.com/entertainment/article291574880.html,"Carole King, Elizabeth Warren Join Leaders Backing Swifties for Kamala","Taylor Swift fans are not waiting for the pop star to endorse a candidate in this presidential election.

Over 20,000 Swifties joined a Zoom webinar kickoff call with Swifties for Kamala Tuesday night ...",[],,0.4275,462507251,1,star-telegram.com,news,Fort Worth Star-Telegram,https://www.mcclatchy-wires.com/incoming/vl5g5e/picture291574830/alternates/LANDSCAPE_1140/931a1ac5-7c8f-4ad3-99dd-8bafb5384688
2024-08-467910041,eng,True,2024-08-28,02:14:10,2024-08-28T02:14:10Z,2024-08-28T02:00:03Z,news,0.0,https://www.thestate.com/entertainment/article291574880.html,"Carole King, Elizabeth Warren Join Leaders Backing Swifties for Kamala","Taylor Swift fans are not waiting for the pop star to endorse a candidate in this presidential election.

Over 20,000 Swifties joined a Zoom webinar kickoff call with Swifties for Kamala Tuesday night ...",[],,0.4275,462507250,1,thestate.com,news,The State,https://www.mcclatchy-wires.com/incoming/vl5g5e/picture291574830/alternates/LANDSCAPE_1140/931a1ac5-7c8f-4ad3-99dd-8bafb5384688
2024-08-467909171,eng,True,2024-08-28,02:14:07,2024-08-28T02:14:07Z,2024-08-28T02:00:03Z,news,0.0,https://www.charlotteobserver.com/entertainment/article291574880.html,"Carole King, Elizabeth Warren Join Leaders Backing Swifties for Kamala","Taylor Swift fans are not waiting for the pop star to endorse a candidate in this presidential election.

Over 20,000 Swifties joined a Zoom webinar kickoff call with Swifties for Kamala Tuesday night ...",[],,0.4275,462507247,1,charlotteobserver.com,news,The Charlotte Observer,https://www.mcclatchy-wires.com/incoming/vl5g5e/picture291574830/alternates/LANDSCAPE_1140/931a1ac5-7c8f-4ad3-99dd-8bafb5384688
2024-08-467908607,eng,True,2024-08-28,02:11:37,2024-08-28T02:11:37Z,2024-08-28T02:00:03Z,news,0.0,https://www.bnd.com/entertainment/article291574880.html,"Carole King, Elizabeth Warren Join Leaders Backing Swifties for Kamala","Taylor Swift fans are not waiting for the pop star to endorse a candidate in this presidential election.

Over 20,000 Swifties joined a Zoom webinar kickoff call with Swifties for Kamala Tuesday night ...",[],,0.4275,462507097,1,bnd.com,news,Belleville News-Democrat,https://www.mcclatchy-wires.com/incoming/vl5g5e/picture291574830/alternates/LANDSCAPE_1140/931a1ac5-7c8f-4ad3-99dd-8bafb5384688
2024-08-467908673,eng,True,2024-08-28,02:10:27,2024-08-28T02:10:27Z,2024-08-28T02:00:03Z,news,0.0,https://www.kansas.com/entertainment/article291574880.html,"Carole King, Elizabeth Warren Join Leaders Backing Swifties for Kamala","Taylor Swift fans are not waiting for the pop star to endorse a candidate in this presidential election.

Over 20,000 Swifties joined a Zoom webinar kickoff call with Swifties for Kamala Tuesday night ...",[],,0.4275,462507027,1,kansas.com,news,The Wichita Eagle,https://www.mcclatchy-wires.com/incoming/vl5g5e/picture291574830/alternates/LANDSCAPE_1140/931a1ac5-7c8f-4ad3-99dd-8bafb5384688
2024-08-467908241,eng,True,2024-08-28,02:09:33,2024-08-28T02:09:33Z,2024-08-28T02:00:03Z,news,0.0,https://www.heraldonline.com/entertainment/article291574880.html,"Carole King, Elizabeth Warren Join Leaders Backing Swifties for Kamala","Taylor Swift fans are not waiting for the pop star to endorse a candidate in this presidential election.

Over 20,000 Swifties joined a Zoom webinar kickoff call with Swifties for Kamala Tuesday night ...",[],,0.4275,462506973,1,heraldonline.com,news,The Herald,https://www.mcclatchy-wires.com/incoming/vl5g5e/picture291574830/alternates/LANDSCAPE_1140/931a1ac5-7c8f-4ad3-99dd-8bafb5384688
2024-08-467904700,eng,True,2024-08-28,02:02:49,2024-08-28T02:02:49Z,2024-08-28T02:00:03Z,news,0.0,https://www.fresnobee.com/entertainment/article291574880.html,"Carole King, Elizabeth Warren Join Leaders Backing Swifties for Kamala","Taylor Swift fans are not waiting for the pop star to endorse a candidate in this presidential election.

Over 20,000 Swifties joined a Zoom webinar kickoff call with Swifties for Kamala Tuesday night ...",[],,0.4275,462506569,1,fresnobee.com,news,The Fresno Bee,https://www.mcclatchy-wires.com/incoming/vl5g5e/picture291574830/alternates/LANDSCAPE_1140/931a1ac5-7c8f-4ad3-99dd-8bafb5384688
8294811877,eng,False,2024-08-28,02:02:12,2024-08-28T02:02:12Z,2024-08-28T02:02:04Z,news,0.6392,https://news.sky.com/story/donald-trump-hit-with-fresh-indictment-in-2020-us-election-interference-case-13204551,Donald Trump hit with fresh indictment in 2020 US election interference case,"The news comes a month after the Supreme Court said former presidents are presumptively immune from prosecution for official White House acts.

A new indictment has been filed against Donald Trump ...",[],eng-9852234,0.0667,462506532,1,news.sky.com,news,Sky News,https://e3.365dm.com/21/01/1600x900/image_5230892.jpg?20210107231346
8294809438,eng,False,2024-08-28,02:01:18,2024-08-28T02:01:18Z,2024-08-28T01:59:10Z,news,0.5725,https://www.dailymirror.lk/breaking-news/Presidential-Poll-well-under-control-and-smooth-so-far-EC-Chairman/108-290478,Presidential Poll well under control and smooth so far - EC Chairman,"Colombo, August 28 (Daily Mirror) - Election Commission Chairman R. M. A. L. Rathnayake said yesterday that the process of conducting the presidential poll is progressing smoothly and remains well ...",[],eng-9851185,0.2078,462506478,1,dailymirror.lk,news,Daily Mirror,https://bmkltsly13vb.compat.objectstorage.ap-singapore-1.oraclecloud.com/cdn.sg.dailymirror.lk/assets/uploads/image_3184c5e77e.jpg
8294810583,eng,False,2024-08-28,02:01:04,2024-08-28T02:01:04Z,2024-08-28T02:00:37Z,news,0.0,https://www.trendhunter.com/trends/election-collection,Expansive Electoral Candy Ranges,The Nassau Candy Election Collection has been updated by the brand to tap into the excitement surrounding the 2024 Presidential Election and offer voters of all ages with a way to show off their pride ...,"{'uri': ['michael_hemsworth@trendhunter.com'], 'name': ['Michael Hemsworth'], 'type': ['author'], 'isAgency': [False]}",,0.3098,462506464,1,trendhunter.com,news,Trend Hunter,https://cdn.trendhunterstatic.com/thumbs/544/election-collection.jpeg?auto=webp
8294801996,eng,True,2024-08-28,01:48:44,2024-08-28T01:48:44Z,2024-08-28T01:48:36Z,news,0.0,https://dnyuz.com/2024/08/27/carole-king-speaks-at-swifties-for-kamala-organizing-call-there-is-nothing-to-lose-and-everything-to-gain/,Carole King Speaks At Swifties For Kamala Organizing Call: 'There Is Nothing To Lose And Everything To Gain',Singer-songwriter Carole King joined the Swifties for Kamala organizing call Thursday August 27 to encourage those present to get involved in door-knocking and more to elect Kamala Harris and Tim Walz ...,[],,0.2392,462505724,1,dnyuz.com,news,DNyuz,https://dnyuz.com/wp-content/uploads/2024/08/Carole-King-Speaks-At-Swifties-For-Kamala-Organizing-Call-'There.jpg
8294795567,eng,True,2024-08-28,01:40:16,2024-08-28T01:40:16Z,2024-08-28T01:39:37Z,news,0.0,https://ca.news.yahoo.com/carole-king-speaks-swifties-kamala-012612816.html,Carole King Speaks At Swifties For Kamala Organizing Call: 'There Is Nothing To Lose And Everything To Gain',Singer-songwriter Carole King joined the Swifties for Kamala organizing call Thursday August 27 to encourage those present to get involved in door-knocking and more to elect Kamala Harris and Tim Walz ...,[],,0.2392,462505216,1,ca.news.yahoo.com,news,Yahoo,https://s.yimg.com/ny/api/res/1.2/RiQyWJFleeHwSzfkqhOorg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA7Y2Y9d2VicA--/https://media.zenfs.com/en/deadline.com/253e9c8c285d8001ad56810687a6bbd2
8294795434,eng,True,2024-08-28,01:40:09,2024-08-28T01:40:09Z,2024-08-28T01:39:24Z,news,0.6078,https://www.yahoo.com/news/carole-king-speaks-swifties-kamala-012612816.html,Carole King Speaks At Swifties For Kamala Organizing Call: 'There Is Nothing To Lose And Everything To Gain',Singer-songwriter Carole King joined the Swifties for Kamala organizing call Thursday August 27 to encourage those present to get involved in door-knocking and more to elect Kamala Harris and Tim Walz ...,[],,0.2392,462505209,1,yahoo.com,news,Yahoo,https://s.yimg.com/ny/api/res/1.2/RiQyWJFleeHwSzfkqhOorg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA7Y2Y9d2VicA--/https://media.zenfs.com/en/deadline.com/253e9c8c285d8001ad56810687a6bbd2
2024-08-467891195,eng,False,2024-08-28,01:37:27,2024-08-28T01:37:27Z,2024-08-28T00:00:00Z,news,0.6824,http://island.lk/elections-chief-says-all-systems-go-for-prez-poll/,Elections Chief says all systems go for Prez Poll,"Election Commission Chairman R. M. A. L. Rathnayake said yesterday that the process of conducting the presidential polls was progressing smoothly with fewer election law violations, compared to ...","{'uri': ['sahan_weerasooriya@island.lk'], 'name': ['Sahan Weerasooriya'], 'type': ['author'], 'isAgency': [False]}",eng-9851185,0.1686,462505047,1,island.lk,news,The Island,http://island.lk/wp-content/uploads/2024/07/Rathnayake.jpg
2024-08-467892731,eng,False,2024-08-28,01:35:56,2024-08-28T01:35:56Z,2024-08-28T00:44:43Z,news,0.7294,https://hillreporter.com/trump-loses-it-after-jack-smith-finds-workaround-on-federal-case,Trump Loses It After Jack Smith Finds Workaround on Federal Case,"Donald Trump lost it on Tuesday after Jack Smith issued a superseding indictment against him.

When he was in office, Trump appointed several judges to the Supreme Court and federal benches. He ...",[],eng-9852637,-0.2078,462504956,1,hillreporter.com,news,HillReporter.com,https://hillreporter.com/fp/static/_d_9b8e2900-7521-41cb-aa4e-59e9977f65a8.jpeg
