"url","pubDate","title"
"https://www.newsweek.com/donald-trump-kamala-harris-robert-kennedy-jr-rfk-opinion-polls-ballot-new-york-1938452","2024-08-13T13:10:49+00:00","Why RFK Jr being kicked off the ballot is bad news for Kamala Harris"
"https://www.washingtonpost.com/politics/2024/08/13/trump-harris-vance-walz-election/d0320eb6-5970-11ef-93a9-023ab69f91f5_story.html","2024-08-13T12:37:33+00:00","The Latest: Harris begins policy rollout; material from Trump campaign leaked to news outlets"
"https://www.ajc.com/news/nation-world/the-latest-harris-begins-policy-rollout-material-from-trump-campaign-leaked-to-news-outlets/FCQI5XLE5JBZ7MHA57Y4HGVFPI/","2024-08-13T12:40:47+00:00","The Latest: Harris begins policy rollout; material from Trump campaign leaked to news outlets"
"https://www.usatoday.com/story/news/politics/elections/2024/08/13/kamala-harris-alpha-kappa-alpha/74779485007/","2024-08-13T14:26:19+00:00","Alpha Kappa Alpha, Kamala Harris' sorority, launches political action committee"
"https://www.rawstory.com/donald-trump-election-denial/","2024-08-13T22:53:03+00:00","'Method to his madness': Senator warns Trump is setting stage for election denial"
"https://www.foxnews.com/politics/kamala-harris-campaign-criticizes-trump-serving-self-obsessed-rich-guys-after-interview-elon-musk","2024-08-13T07:41:06+00:00","Kamala Harris' campaign criticizes Trump for serving 'self-obsessed rich guys' after interview with Elon Musk"
"https://www.yahoo.com/news/opinion-why-trump-worried-rfk-103039294.html","2024-08-13T10:30:39+00:00","Why Trump should be worried about RFK Jr. even as he flounders"
"https://www.telegraph.co.uk/us/politics/2024/08/13/fbi-investigating-alleged-hacking-attempts-trump-harris/","2024-08-13T00:00:00+00:00","FBI investigating alleged attempts to hack Trump and Biden-Harris campaigns"
"https://nypost.com/2024/08/12/us-news/harris-even-with-trump-stein-up-by-10-points-in-north-carolina/","2024-08-13T02:06:23+00:00","Poll: Harris even with Trump, Stein up by 10 points in North Carolina"
"https://www.yahoo.com/news/kamala-harris-campaign-criticizes-trump-074106674.html","2024-08-13T09:29:04+00:00","Kamala Harris' campaign criticizes Trump for serving 'self-obsessed rich guys' after interview with Elon Musk"
"https://www.bostonglobe.com/2024/08/13/opinion/letters-to-the-editor-harris-walz-ticket/","2024-08-13T06:10:00.344000+00:00","Democrats can’t afford to be lukewarm about Harris-Walz ticket"
"https://www.nytimes.com/2024/08/13/us/politics/kamala-harris-progressive-ad-campaign.html?utm_source%5C%5Cu003dnewsshowcase%5C%5Cu0026utm_medium%5C%5Cu003dgnews%5C%5Cu0026utm_campaign%5C%5Cu003dCDAQ3pblkMGuk8edARig8MXvytmfxakBKg8IACoHCAowjuuKAzCWrzw%5C%5Cu0026utm_content%5C%5Cu003drundown%5C%5Cu0026gaa_at%5C%5Cu003dg%5C%5Cu0026gaa_n%5C%5Cu003dAWsEHT7Ungc5SIszjEGnkJcVf9sqRE00vPHHHyrYRi7ZWPHjRTAkrL4kP0aJvYkmxMPYjqmiKRub7w%3D%3D%5C%5Cu0026gaa_ts%5C%5Cu003d66bbc339%5C%5Cu0026gaa_sig%5C%5Cu003dyKUpaVwrTioH9GgbEfvkHQoYNENclVm93i8c440z8n5kZMiTrD6yH0EbIaoeHUce2djmsKAY44kfN0aDm4nqOQ%3D%3D=","2024-08-13T17:49:55+00:00","Progressive Coalition Shifts $25 Million Campaign to Back Kamala Harris"
"https://www.newsweek.com/lil-pump-kamala-harris-race-indian-black-1938414","2024-08-13T11:55:57+00:00","Lil Pump's Kamala Harris remark goes viral as he wears MAGA hat"
"https://www.yahoo.com/news/vice-president-kamala-harris-visit-130000557.html","2024-08-13T13:00:00+00:00","Vice President Kamala Harris to visit Raleigh, NC to talk about the economy"
"https://www.foxnews.com/media/laura-americans-want-make-media-happy-theyll-vote-kamala-harris","2024-08-13T00:07:42+00:00","LAURA: If Americans want to make the media happy, they'll vote for Kamala Harris"
"https://www.newsweek.com/exclusive-bernie-sanders-how-kamala-harris-can-win-1937601","2024-08-13T09:00:01+00:00","Exclusive: Bernie Sanders on how Kamala Harris can win"
"https://www.washingtonexaminer.com/news/campaigns/congressional/3119180/jim-jordan-election-ohio-fundraising-tamie-wilson/","2024-08-13T11:00:00+00:00","Jim Jordan opponent credits Kamala Harris excitement for cash bump"
"https://www.rawstory.com/trump-harris-2668954873/","2024-08-13T11:03:13+00:00","Trump shamed by Nobel Prize winner shocked by 'ugly word' attack on Harris"
"https://www.huffpost.com/entry/kamala-harris-donald-trump-ai_n_66bb741fe4b0768018b70a53","2024-08-13T16:08:43+00:00","I Was At A Harris-Walz Rally. Those Crowd Shots Aren’t AI."
"https://www.breitbart.com/2024-election/2024/08/13/pennsylvanians-to-kamala-harris-we-do-not-trust-you-on-fracking/","2024-08-13T20:23:19+00:00","Pennsylvanians to Kamala Harris: We Do Not Trust You on Fracking"
"https://www.newsweek.com/will-kamala-harris-need-define-campaign-republicans-demand-specifics-1938459","2024-08-13T13:26:24+00:00","Will Kamala Harris need to define campaign as Republicans demand specifics?"
"https://www.newsweek.com/kamala-harris-boost-north-carolina-1938354","2024-08-13T11:31:16+00:00","Kamala Harris gets boost in North Carolina as RFK Jr remains on ballot"
"https://www.rawstory.com/kamala-harris-florida-2668958002/","2024-08-13T21:07:42+00:00","Florida Democrats reveal why Sunshine State may be in play for Kamala Harris"
"https://www.dailymail.co.uk/news/article-13739409/Republicans-issue-warning-Trump-campaign-strategy-Elon-Musk-interview-tell-needs-window-closing-2024.html","2024-08-13T15:37:41+00:00","Republicans issue warning to Trump over strategy after X interview"
"https://www.breitbart.com/politics/2024/08/13/elon-musk-you-cant-have-conversation-with-biden-kamala-like-you-can-with-trump/","2024-08-13T17:13:03+00:00","Elon Musk: 'You Can't Have a Conversation with Biden or Kamala' Like You Can with Trump"
"https://www.dailywire.com/news/wapo-which-hasnt-asked-harris-one-question-slams-musks-softball-questions-of-trump","2024-08-13T15:11:15+00:00","WaPo, Which Hasn’t Asked Harris One Question, Slams Musk’s ‘Softball’ Questions Of Trump"
"https://www.foxnews.com/opinion/morning-glory-kamala-harris-not-ready-president","2024-08-13T09:00:51+00:00","Morning Glory: Kamala Harris is not ready to be president"
"https://www.dailymail.co.uk/news/article-13738331/donald-trump-nyc-blamed-border-Czar-Kalama-Harris-illegal-immigration.html","2024-08-13T11:12:58+00:00","Trump blamed 'border Czar' Kalama Harris for illegal migration crisis"
"https://www.theguardian.com/us-news/live/2024/aug/13/harris-trump-musk-interview-election-updates","2024-08-13T12:55:14+00:00","Harris campaign condemns Trump’s ‘extremism and dangerous agenda’ after interview with Elon Musk – live"
"https://www.yahoo.com/news/allies-want-trump-message-long-130513450.html","2024-08-13T13:05:13+00:00","Allies want Trump to get on message and long Covid test proves elusive: Morning Rundown"
"https://www.rawstory.com/kamala-harris-2024-2668956716/","2024-08-13T20:02:46+00:00","'Voters are shifting': Goldman Sachs sees momentum building for Kamala Harris"
"https://www.breitbart.com/news/why-trumps-and-harris-proposals-to-end-federal-taxes-on-tips-would-be-difficult-to-enact/","2024-08-13T07:24:23+00:00","Why Trump's and Harris' proposals to end federal taxes on tips would be difficult to enact"
"https://www.foxnews.com/politics/bernie-sanders-disagrees-trump-keeps-insisting-harris-more-liberal-than-vermont-senator","2024-08-13T18:52:15+00:00","Bernie Sanders disagrees, but Trump keeps insisting Harris is more liberal than the Vermont senator"
"https://www.newsmax.com/politics/donaldtrump-2024election-eu/2024/08/12/id/1176268/","2024-08-13T02:32:00+00:00","Trump Campaign: EU Tried to 'Meddle' in US Election"
"https://www.washingtonexaminer.com/news/washington-secrets/3119626/medias-pro-harris-hype-affecting-polls-hard/","2024-08-13T14:58:48+00:00","Media’s pro-Harris hype affecting polls hard"
"https://www.westernjournal.com/sheriff-shown-kamala-harris-ad-reveals-truth-featured-clip-deceiving-say-least/","2024-08-13T22:20:52+00:00","Sheriff Who Was Shown in Kamala Harris Ad Reveals Truth About Featured Clip: 'Deceiving, to Say the Least'"
"https://www.ajc.com/news/nation-world/why-trumps-and-harris-proposals-to-end-federal-taxes-on-tips-would-be-difficult-to-enact/MPHTPAT3Y5ELNF64ABULAP7PHQ/","2024-08-13T07:10:46+00:00","Why Trump's and Harris' proposals to end federal taxes on tips would be difficult to enact"
"https://www.foxnews.com/politics/close-contest-between-trump-harris-battleground-state-turned-red-poll","2024-08-13T15:59:41+00:00","Close contest between Trump and Harris in this battleground state turned red: poll"
"https://www.theguardian.com/commentisfree/article/2024/aug/13/kamala-harris-needs-to-take-on-google-and-other-monopolies","2024-08-13T16:00:17+00:00","Kamala Harris needs to take on Google and other monopolies"
"https://www.chicagotribune.com/2024/08/13/taxes/","2024-08-13T13:24:13+00:00","Why Trump’s and Harris’ proposals to end federal taxes on tips would be difficult to enact"
"https://www.nydailynews.com/2024/08/13/biden-attending-trump-inaguration-if-harris-loses/","2024-08-13T22:51:12+00:00","Biden says he’ll attend Trump inauguration if Harris loses"
"https://www.rawstory.com/nikki-haley-2668958211/","2024-08-13T23:41:42+00:00","Nikki Haley begs GOP to 'quit whining' about Kamala Harris — and start attacking her words"
"https://www.businessinsider.com/kamala-harris","2024-08-13T20:47:29+00:00","Kamala Harris is running for president. Here's everything to know about her life, career, history, and policy views."
"https://www.independent.co.uk/news/world/americas/us-politics/trump-musk-interview-harris-news-live-b2595378.html?page%5C%5Cu003d3=","2024-08-13T07:43:23+00:00","Trump-Musk interview live: Trump likens Harris to Melania in tech-plagued X interview"
"https://www.breitbart.com/2024-election/2024/08/13/joe-biden-implies-he-would-attend-donald-trumps-inauguration-i-have-good-manners/","2024-08-13T22:47:31+00:00","Joe Biden Implies He Would Attend Donald Trump's Inauguration: 'I Have Good Manners'"
"https://www.washingtonexaminer.com/news/3118792/three-reasons-smith-wanted-delay-trump-2020-election-case/","2024-08-13T09:00:00+00:00","Three reasons why Smith wanted to delay Trump 2020 election case"
"https://dailycaller.com/2024/08/13/harris-faulkner-fox-news-political-analyst-spar-with-dem-after-he-justifies-harris-lack-of-policy-proposals/","2024-08-13T17:22:30+00:00","Harris Faulkner, Fox News Political Analyst Spar With Dem After He Justifies Harris’ Lack Of Policy Proposals"
"https://www.seattletimes.com/business/why-trumps-and-harris-proposals-to-end-federal-taxes-on-tips-would-be-difficult-to-enact/","2024-08-13T07:01:05+00:00","Why Trump’s and Harris’ proposals to end federal taxes on tips would be difficult to enact"
"https://apnews.com/article/harris-trump-tips-taxes-pay-workers-election-9ed6e049a53b1943471ce2b6479b9ffb","2024-08-13T07:00:00+00:00","Why Trump's and Harris' proposals to end federal taxes on tips would be difficult to enact"
"https://www.theguardian.com/us-news/article/2024/aug/12/trump-elon-musk-interview","2024-08-13T03:27:27+00:00","Trump revisits most divisive talking points in rambling interview with Musk"
"https://www.rawstory.com/trump-2024-2668956338/","2024-08-13T13:45:57+00:00","Trump campaign has 'break-glass' moment amid GOP 'panic': report"
"https://finance.yahoo.com/news/the-feds-independence-emerges-as-a-clear-dividing-line-for-harris-and-trump-145159192.html","2024-08-13T14:51:59+00:00","The Fed's independence emerges as a clear dividing line for Harris and Trump"
"https://abcnews.go.com/538/harriss-late-start-hurt-general-election/story?id=112808425","2024-08-13T21:42:06+00:00","Will Harris's late start help or hurt her in the general election?"
"https://www.newsmax.com/politics/biden-harris-policy/2024/08/13/id/1176381/","2024-08-13T20:34:22+00:00","Biden: Harris Is Not Progressive"
"https://nypost.com/2024/08/13/us-news/democrats-blanket-swing-states-with-billboards-comparing-trumps-weird-campaign-with-harris-vision/","2024-08-13T14:31:28+00:00","Democrats blanket swing states with billboards comparing Trump’s ‘weird campaign,’ with Harris’ ‘vision’"
"https://www.yahoo.com/entertainment/jon-stewart-uses-awkward-montage-100638289.html","2024-08-13T10:06:38+00:00","Jon Stewart uses an awkward montage to show how Trump is reusing old attacks"
"https://www.axios.com/2024/08/13/trump-harris-campaign-changes-2024-election","2024-08-13T09:48:30+00:00","Feeling the heat from Harris, Trump makes changes"
"https://www.washingtonexaminer.com/news/campaigns/presidential/3119821/kamala-harris-alpha-kappa-alpha-sorority-pac/","2024-08-13T16:49:30+00:00","Kamala Harris's sorority launches a political action committee"
"https://www.yahoo.com/news/trump-v-harris-live-tim-074603732.html","2024-08-13T10:51:05+00:00","Trump-Musk interview live: Trump bizarrely likens Harris to wife Melania in rambling, tech-plagued X interview"
"https://www.independent.co.uk/news/world/americas/us-politics/trump-musk-interview-harris-news-live-b2595378.html?page%5C%5Cu003d2=","2024-08-13T07:00:00+00:00","Election 2024 live: Trump-Musk interview marred by tech glitches"
"https://www.dailykos.com/stories/2024/8/13/2262813/-A-display-of-two-planet-sized-egos-Media-reacts-to-Trump-Musk-interview","2024-08-13T18:06:40+00:00","'A display of two planet-sized egos': Media reacts to Trump-Musk interview"
"https://www.westernjournal.com/trump-drops-bombs-kamala-harris-live-x-takes-hilarious-swing-biden-might-not-iq/","2024-08-13T13:51:00+00:00","Trump Drops Bombs on Kamala Harris Live on X, Takes Hilarious Swing at Biden Who ‘Might Not Have an IQ at All’"
"https://thehill.com/homenews/ap/ap-top-headlines/ap-why-trumps-and-harris-proposals-to-end-federal-taxes-on-tips-would-be-difficult-to-enact/","2024-08-13T10:52:30+00:00","Why Trump’s and Harris’ proposals to end federal taxes on tips would be difficult to enact"
"https://www.chron.com/politics/article/elon-musk-donald-trump-interview-x-19652859.php","2024-08-13T03:31:03+00:00","Donald Trump queens out with Elon Musk in X interview"
"https://www.dailykos.com/story/2024/8/13/2262832/-Trump-s-Racist-and-Rambling-Conspiracies-and-the-MAGA-Liars-Who-Pass-Them-On","2024-08-13T14:46:52+00:00","Trump’s Racist and Rambling Conspiracies and the MAGA Liars Who Pass Them On"
"https://www.yahoo.com/news/opinion-why-vances-small-crowd-103039361.html","2024-08-13T10:43:42+00:00","Why Vance's small crowd sizes matter more than you think"
"https://www.yahoo.com/news/trump-v-harris-live-tim-074603269.html","2024-08-13T19:40:00+00:00","Trump vs Harris live updates: UAW hits Trump with labor charges over strike comments in Musk interview"
"https://www.thedailybeast.com/leaked-memo-shows-pro-trump-pacs-dollar100m-ad-strategy","2024-08-13T00:14:27.157000+00:00","Leaked Memo Shows Pro-Trump PAC’s $100M Ad Strategy"
"https://www.yahoo.com/news/ex-aide-breaks-down-why-102316202.html","2024-08-13T10:23:16+00:00","Ex-Aide Breaks Down Why She Thinks Donald Trump Is Starting To 'Spiral'"
"https://www.yahoo.com/news/kamala-harris-power-diverse-coalitions-122416247.html","2024-08-13T12:24:16+00:00","Kamala Harris and the power of diverse coalitions: why DEI criticisms miss the mark"
