Date,Voice,Trial,State,Result
09/17/24,BBC,2,DE,0
09/17/24,BBC,2,FL,1
09/17/24,BBC,2,GA,0
09/17/24,BBC,2,HI,0
09/17/24,BBC,2,ID,1
09/17/24,BBC,2,IL,0
09/17/24,BBC,2,IN,1
09/17/24,BBC,2,IA,1
09/17/24,BBC,2,KS,1
09/17/24,BBC,2,KY,1
09/17/24,BBC,2,LA,1
09/17/24,BBC,2,ME,0
09/17/24,BBC,2,MD,0
09/17/24,BBC,2,MA,0
09/17/24,BBC,2,MI,0
09/17/24,BBC,2,MN,0
09/17/24,BBC,2,MS,1
09/17/24,BBC,2,MO,1
09/17/24,BBC,2,MT,1
09/17/24,BBC,2,NE,1
09/17/24,BBC,2,NV,0
09/17/24,BBC,2,NH,0
09/17/24,BBC,2,NJ,0
09/17/24,BBC,2,NM,0
09/17/24,BBC,2,NY,0
09/17/24,BBC,2,NC,1
09/17/24,BBC,2,ND,1
09/17/24,BBC,2,OH,1
09/17/24,BBC,2,OK,1
09/17/24,BBC,2,OR,0
09/17/24,BBC,2,PA,0
09/17/24,BBC,2,RI,0
09/17/24,BBC,2,SC,1
09/17/24,BBC,2,SD,1
09/17/24,BBC,2,TN,1
09/17/24,BBC,2,TX,1
09/17/24,BBC,2,UT,1
09/17/24,BBC,2,VT,0
09/17/24,BBC,2,VA,0
09/17/24,BBC,2,WA,0
09/17/24,BBC,2,WV,1
09/17/24,BBC,2,WI,0
09/17/24,BBC,2,WY,1
09/17/24,BBC,3,AL,1
09/17/24,BBC,3,AK,1
09/17/24,BBC,3,AZ,1
09/17/24,BBC,3,AR,1
09/17/24,BBC,3,CA,1
09/17/24,BBC,3,CO,1
09/17/24,BBC,3,CT,1
09/17/24,BBC,3,DC,0
09/17/24,BBC,3,DE,1
09/17/24,BBC,3,FL,1
09/17/24,BBC,3,GA,1
09/17/24,BBC,3,HI,1
09/17/24,BBC,3,ID,1
09/17/24,BBC,3,IL,1
09/17/24,BBC,3,IN,1
09/17/24,BBC,3,IA,1
09/17/24,BBC,3,KS,1
09/17/24,BBC,3,KY,1
09/17/24,BBC,3,LA,1
09/17/24,BBC,3,ME,1
09/17/24,BBC,3,MD,1
09/17/24,BBC,3,MA,1
09/17/24,BBC,3,MI,1
09/17/24,BBC,3,MN,1
09/17/24,BBC,3,MS,1
09/17/24,BBC,3,MO,1
09/17/24,BBC,3,MT,1
09/17/24,BBC,3,NE,1
09/17/24,BBC,3,NV,0
09/17/24,BBC,3,NH,0
09/17/24,BBC,3,NJ,0
09/17/24,BBC,3,NM,0
09/17/24,BBC,3,NY,0
09/17/24,BBC,3,NC,0
09/17/24,BBC,3,ND,0
09/17/24,BBC,3,OH,0
09/17/24,BBC,3,OK,0
09/17/24,BBC,3,OR,0
09/17/24,BBC,3,PA,0
09/17/24,BBC,3,RI,0
09/17/24,BBC,3,SC,0
09/17/24,BBC,3,SD,0
09/17/24,BBC,3,TN,0
09/17/24,BBC,3,TX,0
09/17/24,BBC,3,UT,0
09/17/24,BBC,3,VT,0
09/17/24,BBC,3,VA,0
09/17/24,BBC,3,WA,0
09/17/24,BBC,3,WV,0
09/17/24,BBC,3,WI,0
09/17/24,BBC,3,WY,0
09/17/24,BBC,4,AL,1
09/17/24,BBC,4,AK,1
09/17/24,BBC,4,AZ,0
09/17/24,BBC,4,AR,1
09/17/24,BBC,4,CA,0
09/17/24,BBC,4,CO,0
09/17/24,BBC,4,CT,0
09/17/24,BBC,4,DC,0
09/17/24,BBC,4,DE,0
09/17/24,BBC,4,FL,1
09/17/24,BBC,4,GA,0
09/17/24,BBC,4,HI,0
09/17/24,BBC,4,ID,1
09/17/24,BBC,4,IL,0
09/17/24,BBC,4,IN,1
09/17/24,BBC,4,IA,1
09/17/24,BBC,4,KS,1
09/17/24,BBC,4,KY,1
09/17/24,BBC,4,LA,1
09/17/24,BBC,4,ME,0
09/17/24,BBC,4,MD,0
09/17/24,BBC,4,MA,0
09/17/24,BBC,4,MI,0
09/17/24,BBC,4,MN,0
09/17/24,BBC,4,MS,1
09/17/24,BBC,4,MO,1
09/17/24,BBC,4,MT,1
09/17/24,BBC,4,NE,1
09/17/24,BBC,4,NV,0
09/17/24,BBC,4,NH,0
09/17/24,BBC,4,NJ,0
09/17/24,BBC,4,NM,0
09/17/24,BBC,4,NY,0
09/17/24,BBC,4,NC,1
09/17/24,BBC,4,ND,1
09/17/24,BBC,4,OH,1
09/17/24,BBC,4,OK,1
09/17/24,BBC,4,OR,0
09/17/24,BBC,4,PA,0
09/17/24,BBC,4,RI,0
09/17/24,BBC,4,SC,1
09/17/24,BBC,4,SD,1
09/17/24,BBC,4,TN,1
09/17/24,BBC,4,TX,1
09/17/24,BBC,4,UT,1
09/17/24,BBC,4,VT,0
09/17/24,BBC,4,VA,0
09/17/24,BBC,4,WA,0
09/17/24,BBC,4,WV,1
09/17/24,BBC,4,WI,0
09/17/24,BBC,4,WY,1
09/17/24,BBC,5,AL,1
09/17/24,BBC,5,AK,1
09/17/24,BBC,5,AZ,0
09/17/24,BBC,5,AR,1
09/17/24,BBC,5,CA,0
09/17/24,BBC,5,CO,0
09/17/24,BBC,5,CT,0
09/17/24,BBC,5,DC,0
09/17/24,BBC,5,DE,0
09/17/24,BBC,5,FL,1
09/17/24,BBC,5,GA,0
09/17/24,BBC,5,HI,0
09/17/24,BBC,5,ID,1
09/17/24,BBC,5,IL,0
09/17/24,BBC,5,IN,1
09/17/24,BBC,5,IA,1
09/17/24,BBC,5,KS,1
09/17/24,BBC,5,KY,1
09/17/24,BBC,5,LA,1
09/17/24,BBC,5,ME,0
09/17/24,BBC,5,MD,0
09/17/24,BBC,5,MA,0
09/17/24,BBC,5,MI,0
09/17/24,BBC,5,MN,0
09/17/24,BBC,5,MS,1
09/17/24,BBC,5,MO,1
09/17/24,BBC,5,MT,1
09/17/24,BBC,5,NE,1
09/17/24,BBC,5,NV,0
09/17/24,BBC,5,NH,0
09/17/24,BBC,5,NJ,0
09/17/24,BBC,5,NM,0
09/17/24,BBC,5,NY,0
09/17/24,BBC,5,NC,1
09/17/24,BBC,5,ND,1
09/17/24,BBC,5,OH,1
09/17/24,BBC,5,OK,1
09/17/24,BBC,5,OR,0
09/17/24,BBC,5,PA,0
09/17/24,BBC,5,RI,0
09/17/24,BBC,5,SC,1
09/17/24,BBC,5,SD,1
09/17/24,BBC,5,TN,1
09/17/24,BBC,5,TX,1
09/17/24,BBC,5,UT,1
09/17/24,BBC,5,VT,0
09/17/24,BBC,5,VA,0
09/17/24,BBC,5,WA,0
09/17/24,BBC,5,WV,1
09/17/24,BBC,5,WI,0
09/17/24,BBC,5,WY,1
09/17/24,BBC,6,AL,1
09/17/24,BBC,6,AK,1
09/17/24,BBC,6,AZ,0
09/17/24,BBC,6,AR,1
09/17/24,BBC,6,CA,0
09/17/24,BBC,6,CO,0
09/17/24,BBC,6,CT,0
09/17/24,BBC,6,DC,0
09/17/24,BBC,6,DE,0
09/17/24,BBC,6,FL,1
09/17/24,BBC,6,GA,0
09/17/24,BBC,6,HI,0
09/17/24,BBC,6,ID,1
09/17/24,BBC,6,IL,0
09/17/24,BBC,6,IN,1
09/17/24,BBC,6,IA,1
09/17/24,BBC,6,KS,1
09/17/24,BBC,6,KY,1
09/17/24,BBC,6,LA,1
09/17/24,BBC,6,ME,0
09/17/24,BBC,6,MD,0
09/17/24,BBC,6,MA,0
09/17/24,BBC,6,MI,0
09/17/24,BBC,6,MN,0
09/17/24,BBC,6,MS,1
09/17/24,BBC,6,MO,1
09/17/24,BBC,6,MT,1
09/17/24,BBC,6,NE,1
09/17/24,BBC,6,NV,0
09/17/24,BBC,6,NH,0
09/17/24,BBC,6,NJ,0
09/17/24,BBC,6,NM,0
09/17/24,BBC,6,NY,0
09/17/24,BBC,6,NC,1
09/17/24,BBC,6,ND,1
09/17/24,BBC,6,OH,1
09/17/24,BBC,6,OK,1
09/17/24,BBC,6,OR,0
09/17/24,BBC,6,PA,0
09/17/24,BBC,6,RI,0
09/17/24,BBC,6,SC,1
09/17/24,BBC,6,SD,1
09/17/24,BBC,6,TN,1
09/17/24,BBC,6,TX,1
09/17/24,BBC,6,UT,1
09/17/24,BBC,6,VT,0
09/17/24,BBC,6,VA,0
09/17/24,BBC,6,WA,0
09/17/24,BBC,6,WV,1
09/17/24,BBC,6,WI,0
09/17/24,BBC,6,WY,1
09/17/24,BBC,7,AL,1
09/17/24,BBC,7,AK,1
09/17/24,BBC,7,AZ,0
09/17/24,BBC,7,AR,1
09/17/24,BBC,7,CA,0
09/17/24,BBC,7,CO,0
09/17/24,BBC,7,CT,0
09/17/24,BBC,7,DC,0
09/17/24,BBC,7,DE,0
09/17/24,BBC,7,FL,1
09/17/24,BBC,7,GA,0
09/17/24,BBC,7,HI,0
09/17/24,BBC,7,ID,1
09/17/24,BBC,7,IL,0
09/17/24,BBC,7,IN,1
09/17/24,BBC,7,IA,1
09/17/24,BBC,7,KS,1
09/17/24,BBC,7,KY,1
09/17/24,BBC,7,LA,1
09/17/24,BBC,7,ME,0
09/17/24,BBC,7,MD,0
09/17/24,BBC,7,MA,0
09/17/24,BBC,7,MI,0
09/17/24,BBC,7,MN,0
09/17/24,BBC,7,MS,1
09/17/24,BBC,7,MO,1
09/17/24,BBC,7,MT,1
09/17/24,BBC,7,NE,1
09/17/24,BBC,7,NV,0
09/17/24,BBC,7,NH,0
09/17/24,BBC,7,NJ,0
09/17/24,BBC,7,NM,0
09/17/24,BBC,7,NY,0
09/17/24,BBC,7,NC,1
09/17/24,BBC,7,ND,1
09/17/24,BBC,7,OH,1
09/17/24,BBC,7,OK,1
09/17/24,BBC,7,OR,0
09/17/24,BBC,7,PA,0
09/17/24,BBC,7,RI,0
09/17/24,BBC,7,SC,1
09/17/24,BBC,7,SD,1
09/17/24,BBC,7,TN,1
09/17/24,BBC,7,TX,1
09/17/24,BBC,7,UT,1
09/17/24,BBC,7,VT,0
09/17/24,BBC,7,VA,0
09/17/24,BBC,7,WA,0
09/17/24,BBC,7,WV,1
09/17/24,BBC,7,WI,0
09/17/24,BBC,7,WY,1
09/17/24,BBC,8,AL,1
09/17/24,BBC,8,AK,1
09/17/24,BBC,8,AZ,0
09/17/24,BBC,8,AR,1
09/17/24,BBC,8,CA,0
09/17/24,BBC,8,CO,0
09/17/24,BBC,8,CT,0
09/17/24,BBC,8,DC,0
09/17/24,BBC,8,DE,0
09/17/24,BBC,8,FL,1
09/17/24,BBC,8,GA,0
09/17/24,BBC,8,HI,0
09/17/24,BBC,8,ID,1
09/17/24,BBC,8,IL,0
09/17/24,BBC,8,IN,1
09/17/24,BBC,8,IA,1
09/17/24,BBC,8,KS,1
09/17/24,BBC,8,KY,1
09/17/24,BBC,8,LA,1
09/17/24,BBC,8,ME,0
09/17/24,BBC,8,MD,0
09/17/24,BBC,8,MA,0
09/17/24,BBC,8,MI,0
09/17/24,BBC,8,MN,0
09/17/24,BBC,8,MS,1
09/17/24,BBC,8,MO,1
09/17/24,BBC,8,MT,1
09/17/24,BBC,8,NE,1
09/17/24,BBC,8,NV,0
09/17/24,BBC,8,NH,0
09/17/24,BBC,8,NJ,0
09/17/24,BBC,8,NM,0
09/17/24,BBC,8,NY,0
09/17/24,BBC,8,NC,0
09/17/24,BBC,8,ND,1
09/17/24,BBC,8,OH,1
09/17/24,BBC,8,OK,1
09/17/24,BBC,8,OR,0
09/17/24,BBC,8,PA,0
09/17/24,BBC,8,RI,0
09/17/24,BBC,8,SC,1
09/17/24,BBC,8,SD,1
09/17/24,BBC,8,TN,1
09/17/24,BBC,8,TX,1
09/17/24,BBC,8,UT,1
09/17/24,BBC,8,VT,0
09/17/24,BBC,8,VA,0
09/17/24,BBC,8,WA,0
09/17/24,BBC,8,WV,1
09/17/24,BBC,8,WI,0
09/17/24,BBC,8,WY,1
09/17/24,BBC,9,AL,1
09/17/24,BBC,9,AK,1
09/17/24,BBC,9,AZ,0
09/17/24,BBC,9,AR,1
09/17/24,BBC,9,CA,0
09/17/24,BBC,9,CO,0
09/17/24,BBC,9,CT,0
09/17/24,BBC,9,DC,0
09/17/24,BBC,9,DE,0
09/17/24,BBC,9,FL,1
09/17/24,BBC,9,GA,0
09/17/24,BBC,9,HI,0
09/17/24,BBC,9,ID,1
09/17/24,BBC,9,IL,0
09/17/24,BBC,9,IN,1
09/17/24,BBC,9,IA,1
09/17/24,BBC,9,KS,1
09/17/24,BBC,9,KY,1
09/17/24,BBC,9,LA,1
09/17/24,BBC,9,ME,0
09/17/24,BBC,9,MD,0
09/17/24,BBC,9,MA,0
09/17/24,BBC,9,MI,0
09/17/24,BBC,9,MN,0
09/17/24,BBC,9,MS,1
09/17/24,BBC,9,MO,1
09/17/24,BBC,9,MT,1
09/17/24,BBC,9,NE,1
09/17/24,BBC,9,NV,0
09/17/24,BBC,9,NH,0
09/17/24,BBC,9,NJ,0
09/17/24,BBC,9,NM,0
09/17/24,BBC,9,NY,0
09/17/24,BBC,9,NC,1
09/17/24,BBC,9,ND,1
09/17/24,BBC,9,OH,1
09/17/24,BBC,9,OK,1
09/17/24,BBC,9,OR,0
09/17/24,BBC,9,PA,0
09/17/24,BBC,9,RI,0
09/17/24,BBC,9,SC,1
09/17/24,BBC,9,SD,1
09/17/24,BBC,9,TN,1
09/17/24,BBC,9,TX,1
09/17/24,BBC,9,UT,1
09/17/24,BBC,9,VT,0
09/17/24,BBC,9,VA,0
09/17/24,BBC,9,WA,0
09/17/24,BBC,9,WV,1
09/17/24,BBC,9,WI,0
09/17/24,BBC,9,WY,1
09/17/24,BBC,10,AL,1
09/17/24,BBC,10,AK,1
09/17/24,BBC,10,AZ,0
09/17/24,BBC,10,AR,1
09/17/24,BBC,10,CA,0
09/17/24,BBC,10,CO,0
09/17/24,BBC,10,CT,0
09/17/24,BBC,10,DC,0
09/17/24,BBC,10,DE,0
09/17/24,BBC,10,FL,1
09/17/24,BBC,10,GA,0
09/17/24,BBC,10,HI,0
09/17/24,BBC,10,ID,1
09/17/24,BBC,10,IL,0
09/17/24,BBC,10,IN,1
09/17/24,BBC,10,IA,1
09/17/24,BBC,10,KS,1
09/17/24,BBC,10,KY,1
09/17/24,BBC,10,LA,1
09/17/24,BBC,10,ME,0
09/17/24,BBC,10,MD,0
09/17/24,BBC,10,MA,0
09/17/24,BBC,10,MI,0
09/17/24,BBC,10,MN,0
09/17/24,BBC,10,MS,1
09/17/24,BBC,10,MO,1
09/17/24,BBC,10,MT,1
09/17/24,BBC,10,NE,1
09/17/24,BBC,10,NV,0
09/17/24,BBC,10,NH,0
09/17/24,BBC,10,NJ,0
09/17/24,BBC,10,NM,0
09/17/24,BBC,10,NY,0
09/17/24,BBC,10,NC,1
09/17/24,BBC,10,ND,1
09/17/24,BBC,10,OH,1
09/17/24,BBC,10,OK,1
09/17/24,BBC,10,OR,0
09/17/24,BBC,10,PA,0
09/17/24,BBC,10,RI,0
09/17/24,BBC,10,SC,1
09/17/24,BBC,10,SD,1
09/17/24,BBC,10,TN,1
09/17/24,BBC,10,TX,1
09/17/24,BBC,10,UT,1
09/17/24,BBC,10,VT,0
09/17/24,BBC,10,VA,0
09/17/24,BBC,10,WA,0
09/17/24,BBC,10,WV,1
09/17/24,BBC,10,WI,0
09/17/24,BBC,10,WY,1
09/17/24,BBC,11,AL,1
09/17/24,BBC,11,AK,1
09/17/24,BBC,11,AZ,0
09/17/24,BBC,11,AR,1
09/17/24,BBC,11,CA,0
09/17/24,BBC,11,CO,0
09/17/24,BBC,11,CT,0
09/17/24,BBC,11,DC,0
09/17/24,BBC,11,DE,0
09/17/24,BBC,11,FL,1
09/17/24,BBC,11,GA,0
09/17/24,BBC,11,HI,0
09/17/24,BBC,11,ID,1
09/17/24,BBC,11,IL,0
09/17/24,BBC,11,IN,1
09/17/24,BBC,11,IA,1
09/17/24,BBC,11,KS,1
09/17/24,BBC,11,KY,1
09/17/24,BBC,11,LA,1
09/17/24,BBC,11,ME,0
09/17/24,BBC,11,MD,0
09/17/24,BBC,11,MA,0
09/17/24,BBC,11,MI,0
09/17/24,BBC,11,MN,0
09/17/24,BBC,11,MS,1
09/17/24,BBC,11,MO,1
09/17/24,BBC,11,MT,1
09/17/24,BBC,11,NE,1
09/17/24,BBC,11,NV,0
09/17/24,BBC,11,NH,0
09/17/24,BBC,11,NJ,0
09/17/24,BBC,11,NM,0
09/17/24,BBC,11,NY,0
09/17/24,BBC,11,NC,1
09/17/24,BBC,11,ND,1
09/17/24,BBC,11,OH,1
09/17/24,BBC,11,OK,1
09/17/24,BBC,11,OR,0
09/17/24,BBC,11,PA,0
09/17/24,BBC,11,RI,0
09/17/24,BBC,11,SC,1
09/17/24,BBC,11,SD,1
09/17/24,BBC,11,TN,1
09/17/24,BBC,11,TX,1
09/17/24,BBC,11,UT,1
09/17/24,BBC,11,VT,0
09/17/24,BBC,11,VA,0
09/17/24,BBC,11,WA,0
09/17/24,BBC,11,WV,1
09/17/24,BBC,11,WI,0
09/17/24,BBC,11,WY,1
09/17/24,BBC,12,AL,1
09/17/24,BBC,12,AK,1
09/17/24,BBC,12,AZ,0
09/17/24,BBC,12,AR,1
09/17/24,BBC,12,CA,0
09/17/24,BBC,12,CO,0
09/17/24,BBC,12,CT,0
09/17/24,BBC,12,DC,0
09/17/24,BBC,12,DE,0
09/17/24,BBC,12,FL,1
09/17/24,BBC,12,GA,0
09/17/24,BBC,12,HI,0
09/17/24,BBC,12,ID,1
09/17/24,BBC,12,IL,0
09/17/24,BBC,12,IN,1
09/17/24,BBC,12,IA,1
09/17/24,BBC,12,KS,1
09/17/24,BBC,12,KY,1
09/17/24,BBC,12,LA,1
09/17/24,BBC,12,ME,0
09/17/24,BBC,12,MD,0
09/17/24,BBC,12,MA,0
09/17/24,BBC,12,MI,0
09/17/24,BBC,12,MN,0
09/17/24,BBC,12,MS,1
09/17/24,BBC,12,MO,1
09/17/24,BBC,12,MT,1
09/17/24,BBC,12,NE,1
09/17/24,BBC,12,NV,0
09/17/24,BBC,12,NH,0
09/17/24,BBC,12,NJ,0
09/17/24,BBC,12,NM,0
09/17/24,BBC,12,NY,0
09/17/24,BBC,12,NC,0
09/17/24,BBC,12,ND,1
09/17/24,BBC,12,OH,1
09/17/24,BBC,12,OK,1
09/17/24,BBC,12,OR,0
09/17/24,BBC,12,PA,0
09/17/24,BBC,12,RI,0
09/17/24,BBC,12,SC,1
09/17/24,BBC,12,SD,1
09/17/24,BBC,12,TN,1
09/17/24,BBC,12,TX,1
09/17/24,BBC,12,UT,1
09/17/24,BBC,12,VT,0
09/17/24,BBC,12,VA,0
09/17/24,BBC,12,WA,0
09/17/24,BBC,12,WV,1
09/17/24,BBC,12,WI,0
09/17/24,BBC,12,WY,1
09/17/24,BBC,13,AL,1
09/17/24,BBC,13,AK,1
09/17/24,BBC,13,AZ,0
09/17/24,BBC,13,AR,1
09/17/24,BBC,13,CA,0
09/17/24,BBC,13,CO,0
09/17/24,BBC,13,CT,0
09/17/24,BBC,13,DC,0
09/17/24,BBC,13,DE,0
09/17/24,BBC,13,FL,1
09/17/24,BBC,13,GA,0
09/17/24,BBC,13,HI,0
09/17/24,BBC,13,ID,1
09/17/24,BBC,13,IL,0
09/17/24,BBC,13,IN,1
09/17/24,BBC,13,IA,1
09/17/24,BBC,13,KS,1
09/17/24,BBC,13,KY,1
09/17/24,BBC,13,LA,1
09/17/24,BBC,13,ME,0
09/17/24,BBC,13,MD,0
09/17/24,BBC,13,MA,0
09/17/24,BBC,13,MI,0
09/17/24,BBC,13,MN,0
09/17/24,BBC,13,MS,1
09/17/24,BBC,13,MO,1
09/17/24,BBC,13,MT,1
09/17/24,BBC,13,NE,1
09/17/24,BBC,13,NV,0
09/17/24,BBC,13,NH,0
09/17/24,BBC,13,NJ,0
09/17/24,BBC,13,NM,0
09/17/24,BBC,13,NY,0
09/17/24,BBC,13,NC,1
09/17/24,BBC,13,ND,1
09/17/24,BBC,13,OH,1
09/17/24,BBC,13,OK,1
09/17/24,BBC,13,OR,0
09/17/24,BBC,13,PA,0
09/17/24,BBC,13,RI,0
09/17/24,BBC,13,SC,1
09/17/24,BBC,13,SD,1
09/17/24,BBC,13,TN,1
09/17/24,BBC,13,TX,1
09/17/24,BBC,13,UT,1
09/17/24,BBC,13,VT,0
09/17/24,BBC,13,VA,0
09/17/24,BBC,13,WA,0
09/17/24,BBC,13,WV,1
09/17/24,BBC,13,WI,0
09/17/24,BBC,13,WY,1
09/17/24,BBC,14,AL,1
09/17/24,BBC,14,AK,1
09/17/24,BBC,14,AZ,0
09/17/24,BBC,14,AR,1
09/17/24,BBC,14,CA,0
09/17/24,BBC,14,CO,0
09/17/24,BBC,14,CT,0
09/17/24,BBC,14,DC,0
09/17/24,BBC,14,DE,0
09/17/24,BBC,14,FL,1
09/17/24,BBC,14,GA,0
09/17/24,BBC,14,HI,0
09/17/24,BBC,14,ID,1
09/17/24,BBC,14,IL,0
09/17/24,BBC,14,IN,1
09/17/24,BBC,14,IA,1
09/17/24,BBC,14,KS,1
09/17/24,BBC,14,KY,1
09/17/24,BBC,14,LA,1
09/17/24,BBC,14,ME,0
09/17/24,BBC,14,MD,0
09/17/24,BBC,14,MA,0
09/17/24,BBC,14,MI,0
09/17/24,BBC,14,MN,0
09/17/24,BBC,14,MS,1
09/17/24,BBC,14,MO,1
09/17/24,BBC,14,MT,1
09/17/24,BBC,14,NE,1
09/17/24,BBC,14,NV,0
09/17/24,BBC,14,NH,0
09/17/24,BBC,14,NJ,0
09/17/24,BBC,14,NM,0
09/17/24,BBC,14,NY,0
09/17/24,BBC,14,NC,1
09/17/24,BBC,14,ND,1
09/17/24,BBC,14,OH,1
09/17/24,BBC,14,OK,1
09/17/24,BBC,14,OR,0
09/17/24,BBC,14,PA,0
09/17/24,BBC,14,RI,0
09/17/24,BBC,14,SC,1
09/17/24,BBC,14,SD,1
09/17/24,BBC,14,TN,1
09/17/24,BBC,14,TX,1
09/17/24,BBC,14,UT,1
09/17/24,BBC,14,VT,0
09/17/24,BBC,14,VA,0
09/17/24,BBC,14,WA,0
09/17/24,BBC,14,WV,1
09/17/24,BBC,14,WI,0
09/17/24,BBC,14,WY,1
09/17/24,BBC,15,AL,1
09/17/24,BBC,15,AK,1
09/17/24,BBC,15,AZ,0
09/17/24,BBC,15,AR,1
09/17/24,BBC,15,CA,0
09/17/24,BBC,15,CO,0
09/17/24,BBC,15,CT,0
09/17/24,BBC,15,DC,0
09/17/24,BBC,15,DE,0
09/17/24,BBC,15,FL,1
09/17/24,BBC,15,GA,0
09/17/24,BBC,15,HI,0
09/17/24,BBC,15,ID,1
09/17/24,BBC,15,IL,0
09/17/24,BBC,15,IN,1
09/17/24,BBC,15,IA,1
09/17/24,BBC,15,KS,1
09/17/24,BBC,15,KY,1
09/17/24,BBC,15,LA,1
09/17/24,BBC,15,ME,0
09/17/24,BBC,15,MD,0
09/17/24,BBC,15,MA,0
09/17/24,BBC,15,MI,0
09/17/24,BBC,15,MN,0
09/17/24,BBC,15,MS,1
09/17/24,BBC,15,MO,1
09/17/24,BBC,15,MT,1
09/17/24,BBC,15,NE,1
09/17/24,BBC,15,NV,0
09/17/24,BBC,15,NH,0
09/17/24,BBC,15,NJ,0
09/17/24,BBC,15,NM,0
09/17/24,BBC,15,NY,0
09/17/24,BBC,15,NC,1
09/17/24,BBC,15,ND,1
09/17/24,BBC,15,OH,1
09/17/24,BBC,15,OK,1
09/17/24,BBC,15,OR,0
09/17/24,BBC,15,PA,0
09/17/24,BBC,15,RI,0
09/17/24,BBC,15,SC,1
09/17/24,BBC,15,SD,1
09/17/24,BBC,15,TN,1
09/17/24,BBC,15,TX,1
09/17/24,BBC,15,UT,1
09/17/24,BBC,15,VT,0
09/17/24,BBC,15,VA,0
09/17/24,BBC,15,WA,0
09/17/24,BBC,15,WV,1
09/17/24,BBC,15,WI,0
09/17/24,BBC,15,WY,1
09/17/24,BBC,16,AL,1
09/17/24,BBC,16,AK,1
09/17/24,BBC,16,AZ,0
09/17/24,BBC,16,AR,1
09/17/24,BBC,16,CA,0
09/17/24,BBC,16,CO,0
09/17/24,BBC,16,CT,0
09/17/24,BBC,16,DC,0
09/17/24,BBC,16,DE,0
09/17/24,BBC,16,FL,1
09/17/24,BBC,16,GA,0
09/17/24,BBC,16,HI,0
09/17/24,BBC,16,ID,1
09/17/24,BBC,16,IL,0
09/17/24,BBC,16,IN,1
09/17/24,BBC,16,IA,1
09/17/24,BBC,16,KS,1
09/17/24,BBC,16,KY,1
09/17/24,BBC,16,LA,1
09/17/24,BBC,16,ME,0
09/17/24,BBC,16,MD,0
09/17/24,BBC,16,MA,0
09/17/24,BBC,16,MI,0
09/17/24,BBC,16,MN,0
09/17/24,BBC,16,MS,1
09/17/24,BBC,16,MO,1
09/17/24,BBC,16,MT,1
09/17/24,BBC,16,NE,1
09/17/24,BBC,16,NV,0
09/17/24,BBC,16,NH,0
09/17/24,BBC,16,NJ,0
09/17/24,BBC,16,NM,0
09/17/24,BBC,16,NY,0
09/17/24,BBC,16,NC,1
09/17/24,BBC,16,ND,1
09/17/24,BBC,16,OH,1
09/17/24,BBC,16,OK,1
09/17/24,BBC,16,OR,0
09/17/24,BBC,16,PA,0
09/17/24,BBC,16,RI,0
09/17/24,BBC,16,SC,1
09/17/24,BBC,16,SD,1
09/17/24,BBC,16,TN,1
09/17/24,BBC,16,TX,1
09/17/24,BBC,16,UT,1
09/17/24,BBC,16,VT,0
09/17/24,BBC,16,VA,0
09/17/24,BBC,16,WA,0
09/17/24,BBC,16,WV,1
09/17/24,BBC,16,WI,0
09/17/24,BBC,16,WY,1
09/17/24,BBC,17,AL,1
09/17/24,BBC,17,AK,1
09/17/24,BBC,17,AZ,0
