Date,Voice,Trial,State,Result
10/16/24,Fox,2,VA,0
10/16/24,Fox,2,WA,0
10/16/24,Fox,2,WV,1
10/16/24,Fox,2,WI,1
10/16/24,Fox,2,WY,1
10/16/24,Fox,3,AL,1
10/16/24,Fox,3,AK,1
10/16/24,Fox,3,AZ,1
10/16/24,Fox,3,AR,1
10/16/24,Fox,3,CA,0
10/16/24,Fox,3,CO,0
10/16/24,Fox,3,CT,0
10/16/24,Fox,3,DE,0
10/16/24,Fox,3,FL,1
10/16/24,Fox,3,GA,1
10/16/24,Fox,3,HI,0
10/16/24,Fox,3,ID,1
10/16/24,Fox,3,IL,0
10/16/24,Fox,3,IN,1
10/16/24,Fox,3,IA,1
10/16/24,Fox,3,KS,1
10/16/24,Fox,3,KY,1
10/16/24,Fox,3,LA,1
10/16/24,Fox,3,ME,0
10/16/24,Fox,3,MD,0
10/16/24,Fox,3,MA,0
10/16/24,Fox,3,MI,1
10/16/24,Fox,3,MN,0
10/16/24,Fox,3,MS,1
10/16/24,Fox,3,MO,1
10/16/24,Fox,3,MT,1
10/16/24,Fox,3,NE,1
10/16/24,Fox,3,NV,0
10/16/24,Fox,3,NH,0
10/16/24,Fox,3,NJ,0
10/16/24,Fox,3,NM,0
10/16/24,Fox,3,NY,0
10/16/24,Fox,3,NC,1
10/16/24,Fox,3,ND,1
10/16/24,Fox,3,OH,1
10/16/24,Fox,3,OK,1
10/16/24,Fox,3,OR,0
10/16/24,Fox,3,PA,1
10/16/24,Fox,3,RI,0
10/16/24,Fox,3,SC,1
10/16/24,Fox,3,SD,1
10/16/24,Fox,3,TN,1
10/16/24,Fox,3,TX,1
10/16/24,Fox,3,UT,1
10/16/24,Fox,3,VT,0
10/16/24,Fox,3,VA,0
10/16/24,Fox,3,WA,0
10/16/24,Fox,3,WV,1
10/16/24,Fox,3,WI,1
10/16/24,Fox,3,WY,1
10/16/24,Fox,5,AL,1
10/16/24,Fox,5,AK,1
10/16/24,Fox,5,AZ,1
10/16/24,Fox,5,AR,1
10/16/24,Fox,5,CA,0
10/16/24,Fox,5,CO,0
10/16/24,Fox,5,CT,0
10/16/24,Fox,5,DE,0
10/16/24,Fox,5,FL,1
10/16/24,Fox,5,GA,1
10/16/24,Fox,5,HI,0
10/16/24,Fox,5,ID,1
10/16/24,Fox,5,IL,0
10/16/24,Fox,5,IN,1
10/16/24,Fox,5,IA,1
10/16/24,Fox,5,KS,1
10/16/24,Fox,5,KY,1
10/16/24,Fox,5,LA,1
10/16/24,Fox,5,ME,0
10/16/24,Fox,5,MD,0
10/16/24,Fox,5,MA,0
10/16/24,Fox,5,MI,1
10/16/24,Fox,5,MN,0
10/16/24,Fox,5,MS,1
10/16/24,Fox,5,MO,1
10/16/24,Fox,5,MT,1
10/16/24,Fox,5,NE,1
10/16/24,Fox,5,NV,0
10/16/24,Fox,5,NH,0
10/16/24,Fox,5,NJ,0
10/16/24,Fox,5,NM,0
10/16/24,Fox,5,NY,0
10/16/24,Fox,5,NC,1
10/16/24,Fox,5,ND,1
10/16/24,Fox,5,OH,1
10/16/24,Fox,5,OK,1
10/16/24,Fox,5,OR,0
10/16/24,Fox,5,PA,1
10/16/24,Fox,5,RI,0
10/16/24,Fox,5,SC,1
10/16/24,Fox,5,SD,1
10/16/24,Fox,5,TN,1
10/16/24,Fox,5,TX,1
10/16/24,Fox,5,UT,1
10/16/24,Fox,5,VT,0
10/16/24,Fox,5,VA,0
10/16/24,Fox,5,WA,0
10/16/24,Fox,5,WV,1
10/16/24,Fox,5,WI,1
10/16/24,Fox,5,WY,1
10/16/24,Fox,6,AL,1
10/16/24,Fox,6,AK,1
10/16/24,Fox,6,AZ,1
10/16/24,Fox,6,AR,1
10/16/24,Fox,6,CA,0
10/16/24,Fox,6,CO,0
10/16/24,Fox,6,CT,0
10/16/24,Fox,6,DE,0
10/16/24,Fox,6,FL,1
10/16/24,Fox,6,GA,1
10/16/24,Fox,6,HI,0
10/16/24,Fox,6,ID,1
10/16/24,Fox,6,IL,0
10/16/24,Fox,6,IN,1
10/16/24,Fox,6,IA,1
10/16/24,Fox,6,KS,1
10/16/24,Fox,6,KY,1
10/16/24,Fox,6,LA,1
10/16/24,Fox,6,ME,0
10/16/24,Fox,6,MD,0
10/16/24,Fox,6,MA,0
10/16/24,Fox,6,MI,1
10/16/24,Fox,6,MN,0
10/16/24,Fox,6,MS,1
10/16/24,Fox,6,MO,1
10/16/24,Fox,6,MT,1
10/16/24,Fox,6,NE,1
10/16/24,Fox,6,NV,0
10/16/24,Fox,6,NH,0
10/16/24,Fox,6,NJ,0
10/16/24,Fox,6,NM,0
10/16/24,Fox,6,NY,0
10/16/24,Fox,6,NC,1
10/16/24,Fox,6,ND,1
10/16/24,Fox,6,OH,1
10/16/24,Fox,6,OK,1
10/16/24,Fox,6,OR,0
10/16/24,Fox,6,PA,1
10/16/24,Fox,6,RI,0
10/16/24,Fox,6,SC,1
10/16/24,Fox,6,SD,1
10/16/24,Fox,6,TN,1
10/16/24,Fox,6,TX,1
10/16/24,Fox,6,UT,1
10/16/24,Fox,6,VT,0
10/16/24,Fox,6,VA,0
10/16/24,Fox,6,WA,0
10/16/24,Fox,6,WV,1
10/16/24,Fox,6,WI,1
10/16/24,Fox,6,WY,1
10/16/24,Fox,7,AL,1
10/16/24,Fox,7,AK,1
10/16/24,Fox,7,AZ,1
10/16/24,Fox,7,AR,1
10/16/24,Fox,7,CA,0
10/16/24,Fox,7,CO,0
10/16/24,Fox,7,CT,0
10/16/24,Fox,7,DE,0
10/16/24,Fox,7,FL,1
10/16/24,Fox,7,GA,1
10/16/24,Fox,7,HI,0
10/16/24,Fox,7,ID,1
10/16/24,Fox,7,IL,0
10/16/24,Fox,7,IN,1
10/16/24,Fox,7,IA,1
10/16/24,Fox,7,KS,1
10/16/24,Fox,7,KY,1
10/16/24,Fox,7,LA,1
10/16/24,Fox,7,ME,0
10/16/24,Fox,7,MD,0
10/16/24,Fox,7,MA,0
10/16/24,Fox,7,MI,1
10/16/24,Fox,7,MN,0
10/16/24,Fox,7,MS,1
10/16/24,Fox,7,MO,1
10/16/24,Fox,7,MT,1
10/16/24,Fox,7,NE,1
10/16/24,Fox,7,NV,0
10/16/24,Fox,7,NH,0
10/16/24,Fox,7,NJ,0
10/16/24,Fox,7,NM,0
10/16/24,Fox,7,NY,0
10/16/24,Fox,7,NC,1
10/16/24,Fox,7,ND,1
10/16/24,Fox,7,OH,1
10/16/24,Fox,7,OK,1
10/16/24,Fox,7,OR,0
10/16/24,Fox,7,PA,1
10/16/24,Fox,7,RI,0
10/16/24,Fox,7,SC,1
10/16/24,Fox,7,SD,1
10/16/24,Fox,7,TN,1
10/16/24,Fox,7,TX,1
10/16/24,Fox,7,UT,1
10/16/24,Fox,7,VT,0
10/16/24,Fox,7,VA,0
10/16/24,Fox,7,WA,0
10/16/24,Fox,7,WV,1
10/16/24,Fox,7,WI,1
10/16/24,Fox,7,WY,1
10/16/24,Fox,8,AL,1
10/16/24,Fox,8,AK,1
10/16/24,Fox,8,AZ,1
10/16/24,Fox,8,AR,1
10/16/24,Fox,8,CA,0
10/16/24,Fox,8,CO,0
10/16/24,Fox,8,CT,0
10/16/24,Fox,8,DE,0
10/16/24,Fox,8,FL,1
10/16/24,Fox,8,GA,1
10/16/24,Fox,8,HI,0
10/16/24,Fox,8,ID,1
10/16/24,Fox,8,IL,0
10/16/24,Fox,8,IN,1
10/16/24,Fox,8,IA,1
10/16/24,Fox,8,KS,1
10/16/24,Fox,8,KY,1
10/16/24,Fox,8,LA,1
10/16/24,Fox,8,ME,0
10/16/24,Fox,8,MD,0
10/16/24,Fox,8,MA,0
10/16/24,Fox,8,MI,0
10/16/24,Fox,8,MN,0
10/16/24,Fox,8,MS,1
10/16/24,Fox,8,MO,1
10/16/24,Fox,8,MT,1
10/16/24,Fox,8,NE,1
10/16/24,Fox,8,NV,0
10/16/24,Fox,8,NH,0
10/16/24,Fox,8,NJ,0
10/16/24,Fox,8,NM,0
10/16/24,Fox,8,NY,0
10/16/24,Fox,8,NC,1
10/16/24,Fox,8,ND,1
10/16/24,Fox,8,OH,1
10/16/24,Fox,8,OK,1
10/16/24,Fox,8,OR,0
10/16/24,Fox,8,PA,0
10/16/24,Fox,8,RI,0
10/16/24,Fox,8,SC,1
10/16/24,Fox,8,SD,1
10/16/24,Fox,8,TN,1
10/16/24,Fox,8,TX,1
10/16/24,Fox,8,UT,1
10/16/24,Fox,8,VT,0
10/16/24,Fox,8,VA,0
10/16/24,Fox,8,WA,0
10/16/24,Fox,8,WV,1
10/16/24,Fox,8,WI,0
10/16/24,Fox,8,WY,1
10/16/24,Fox,9,AL,1
10/16/24,Fox,9,AK,1
10/16/24,Fox,9,AZ,1
10/16/24,Fox,9,AR,1
10/16/24,Fox,9,CA,0
10/16/24,Fox,9,CO,0
10/16/24,Fox,9,CT,0
10/16/24,Fox,9,DE,0
10/16/24,Fox,9,FL,1
10/16/24,Fox,9,GA,1
10/16/24,Fox,9,HI,0
10/16/24,Fox,9,ID,1
10/16/24,Fox,9,IL,0
10/16/24,Fox,9,IN,1
10/16/24,Fox,9,IA,1
10/16/24,Fox,9,KS,1
10/16/24,Fox,9,KY,1
10/16/24,Fox,9,LA,1
10/16/24,Fox,9,ME,0
10/16/24,Fox,9,MD,0
10/16/24,Fox,9,MA,0
10/16/24,Fox,9,MI,1
10/16/24,Fox,9,MN,0
10/16/24,Fox,9,MS,1
10/16/24,Fox,9,MO,1
10/16/24,Fox,9,MT,1
10/16/24,Fox,9,NE,1
10/16/24,Fox,9,NV,0
10/16/24,Fox,9,NH,0
10/16/24,Fox,9,NJ,0
10/16/24,Fox,9,NM,0
10/16/24,Fox,9,NY,0
10/16/24,Fox,9,NC,1
10/16/24,Fox,9,ND,1
10/16/24,Fox,9,OH,1
10/16/24,Fox,9,OK,1
10/16/24,Fox,9,OR,0
10/16/24,Fox,9,PA,1
10/16/24,Fox,9,RI,0
10/16/24,Fox,9,SC,1
10/16/24,Fox,9,SD,1
10/16/24,Fox,9,TN,1
10/16/24,Fox,9,TX,1
10/16/24,Fox,9,UT,1
10/16/24,Fox,9,VT,0
10/16/24,Fox,9,VA,0
10/16/24,Fox,9,WA,0
10/16/24,Fox,9,WV,1
10/16/24,Fox,9,WI,1
10/16/24,Fox,9,WY,1
10/16/24,Fox,10,AL,1
10/16/24,Fox,10,AK,1
10/16/24,Fox,10,AZ,1
10/16/24,Fox,10,AR,1
10/16/24,Fox,10,CA,0
10/16/24,Fox,10,CO,0
10/16/24,Fox,10,CT,0
10/16/24,Fox,10,DE,0
10/16/24,Fox,10,FL,1
10/16/24,Fox,10,GA,1
10/16/24,Fox,10,HI,0
10/16/24,Fox,10,ID,1
10/16/24,Fox,10,IL,0
10/16/24,Fox,10,IN,1
10/16/24,Fox,10,IA,1
10/16/24,Fox,10,KS,1
10/16/24,Fox,10,KY,1
10/16/24,Fox,10,LA,1
10/16/24,Fox,10,ME,0
10/16/24,Fox,10,MD,0
10/16/24,Fox,10,MA,0
10/16/24,Fox,10,MI,1
10/16/24,Fox,10,MN,0
10/16/24,Fox,10,MS,1
10/16/24,Fox,10,MO,1
10/16/24,Fox,10,MT,1
10/16/24,Fox,10,NE,1
10/16/24,Fox,10,NV,0
10/16/24,Fox,10,NH,0
10/16/24,Fox,10,NJ,0
10/16/24,Fox,10,NM,0
10/16/24,Fox,10,NY,0
10/16/24,Fox,10,NC,1
10/16/24,Fox,10,ND,1
10/16/24,Fox,10,OH,1
10/16/24,Fox,10,OK,1
10/16/24,Fox,10,OR,0
10/16/24,Fox,10,PA,0
10/16/24,Fox,10,RI,0
10/16/24,Fox,10,SC,1
10/16/24,Fox,10,SD,1
10/16/24,Fox,10,TN,1
10/16/24,Fox,10,TX,1
10/16/24,Fox,10,UT,1
10/16/24,Fox,10,VT,0
10/16/24,Fox,10,VA,0
10/16/24,Fox,10,WA,0
10/16/24,Fox,10,WV,1
10/16/24,Fox,10,WI,1
10/16/24,Fox,10,WY,1
10/16/24,Fox,11,AL,1
10/16/24,Fox,11,AK,1
10/16/24,Fox,11,AZ,1
10/16/24,Fox,11,AR,1
10/16/24,Fox,11,CA,0
10/16/24,Fox,11,CO,0
10/16/24,Fox,11,CT,0
10/16/24,Fox,11,DE,0
10/16/24,Fox,11,FL,1
10/16/24,Fox,11,GA,1
10/16/24,Fox,11,HI,0
10/16/24,Fox,11,ID,1
10/16/24,Fox,11,IL,0
10/16/24,Fox,11,IN,1
10/16/24,Fox,11,IA,1
10/16/24,Fox,11,KS,1
10/16/24,Fox,11,KY,1
10/16/24,Fox,11,LA,1
10/16/24,Fox,11,ME,0
10/16/24,Fox,11,MD,0
10/16/24,Fox,11,MA,0
10/16/24,Fox,11,MI,1
10/16/24,Fox,11,MN,0
10/16/24,Fox,11,MS,1
10/16/24,Fox,11,MO,1
10/16/24,Fox,11,MT,1
10/16/24,Fox,11,NE,1
10/16/24,Fox,11,NV,0
10/16/24,Fox,11,NH,0
10/16/24,Fox,11,NJ,0
10/16/24,Fox,11,NM,0
10/16/24,Fox,11,NY,0
10/16/24,Fox,11,NC,1
10/16/24,Fox,11,ND,1
10/16/24,Fox,11,OH,1
10/16/24,Fox,11,OK,1
10/16/24,Fox,11,OR,0
10/16/24,Fox,11,PA,1
10/16/24,Fox,11,RI,0
10/16/24,Fox,11,SC,1
10/16/24,Fox,11,SD,1
10/16/24,Fox,11,TN,1
10/16/24,Fox,11,TX,1
10/16/24,Fox,11,UT,1
10/16/24,Fox,11,VT,0
10/16/24,Fox,11,VA,0
10/16/24,Fox,11,WA,0
10/16/24,Fox,11,WV,1
10/16/24,Fox,11,WI,1
10/16/24,Fox,11,WY,1
10/16/24,Fox,12,AL,1
10/16/24,Fox,12,AK,1
10/16/24,Fox,12,AZ,1
10/16/24,Fox,12,AR,1
10/16/24,Fox,12,CA,0
10/16/24,Fox,12,CO,0
10/16/24,Fox,12,CT,0
10/16/24,Fox,12,DE,0
10/16/24,Fox,12,FL,1
10/16/24,Fox,12,GA,1
10/16/24,Fox,12,HI,0
10/16/24,Fox,12,ID,1
10/16/24,Fox,12,IL,0
10/16/24,Fox,12,IN,1
10/16/24,Fox,12,IA,1
10/16/24,Fox,12,KS,1
10/16/24,Fox,12,KY,1
10/16/24,Fox,12,LA,1
10/16/24,Fox,12,ME,0
10/16/24,Fox,12,MD,0
10/16/24,Fox,12,MA,0
10/16/24,Fox,12,MI,0
10/16/24,Fox,12,MN,0
10/16/24,Fox,12,MS,1
10/16/24,Fox,12,MO,1
10/16/24,Fox,12,MT,1
10/16/24,Fox,12,NE,1
10/16/24,Fox,12,NV,0
10/16/24,Fox,12,NH,0
10/16/24,Fox,12,NJ,0
10/16/24,Fox,12,NM,0
10/16/24,Fox,12,NY,0
10/16/24,Fox,12,NC,1
10/16/24,Fox,12,ND,1
10/16/24,Fox,12,OH,1
10/16/24,Fox,12,OK,1
10/16/24,Fox,12,OR,0
10/16/24,Fox,12,PA,0
10/16/24,Fox,12,RI,0
10/16/24,Fox,12,SC,1
10/16/24,Fox,12,SD,1
10/16/24,Fox,12,TN,1
10/16/24,Fox,12,TX,1
10/16/24,Fox,12,UT,1
10/16/24,Fox,12,VT,0
10/16/24,Fox,12,VA,0
10/16/24,Fox,12,WA,0
10/16/24,Fox,12,WV,1
10/16/24,Fox,12,WI,1
10/16/24,Fox,12,WY,1
10/16/24,Fox,13,AL,1
10/16/24,Fox,13,AK,1
10/16/24,Fox,13,AZ,1
10/16/24,Fox,13,AR,1
10/16/24,Fox,13,CA,0
10/16/24,Fox,13,CO,0
10/16/24,Fox,13,CT,0
10/16/24,Fox,13,DE,0
10/16/24,Fox,13,FL,1
10/16/24,Fox,13,GA,1
10/16/24,Fox,13,HI,0
10/16/24,Fox,13,ID,1
10/16/24,Fox,13,IL,0
10/16/24,Fox,13,IN,1
10/16/24,Fox,13,IA,1
10/16/24,Fox,13,KS,1
10/16/24,Fox,13,KY,1
10/16/24,Fox,13,LA,1
10/16/24,Fox,13,ME,0
10/16/24,Fox,13,MD,0
10/16/24,Fox,13,MA,0
10/16/24,Fox,13,MI,1
10/16/24,Fox,13,MN,0
10/16/24,Fox,13,MS,1
10/16/24,Fox,13,MO,1
10/16/24,Fox,13,MT,1
10/16/24,Fox,13,NE,1
10/16/24,Fox,13,NV,0
10/16/24,Fox,13,NH,0
10/16/24,Fox,13,NJ,0
10/16/24,Fox,13,NM,0
10/16/24,Fox,13,NY,0
10/16/24,Fox,13,NC,1
10/16/24,Fox,13,ND,1
10/16/24,Fox,13,OH,1
10/16/24,Fox,13,OK,1
10/16/24,Fox,13,OR,0
10/16/24,Fox,13,PA,1
10/16/24,Fox,13,RI,0
10/16/24,Fox,13,SC,1
10/16/24,Fox,13,SD,1
10/16/24,Fox,13,TN,1
10/16/24,Fox,13,TX,1
10/16/24,Fox,13,UT,1
10/16/24,Fox,13,VT,0
10/16/24,Fox,13,VA,0
10/16/24,Fox,13,WA,0
10/16/24,Fox,13,WV,1
10/16/24,Fox,13,WI,1
10/16/24,Fox,13,WY,1
10/16/24,Fox,14,AL,1
10/16/24,Fox,14,AK,1
10/16/24,Fox,14,AZ,1
10/16/24,Fox,14,AR,1
10/16/24,Fox,14,CA,0
10/16/24,Fox,14,CO,0
10/16/24,Fox,14,CT,0
10/16/24,Fox,14,DE,0
10/16/24,Fox,14,FL,1
10/16/24,Fox,14,GA,1
10/16/24,Fox,14,HI,0
10/16/24,Fox,14,ID,1
10/16/24,Fox,14,IL,0
10/16/24,Fox,14,IN,1
10/16/24,Fox,14,IA,1
10/16/24,Fox,14,KS,1
10/16/24,Fox,14,KY,1
10/16/24,Fox,14,LA,1
10/16/24,Fox,14,ME,0
10/16/24,Fox,14,MD,0
10/16/24,Fox,14,MA,0
10/16/24,Fox,14,MI,1
10/16/24,Fox,14,MN,0
10/16/24,Fox,14,MS,1
10/16/24,Fox,14,MO,1
10/16/24,Fox,14,MT,1
10/16/24,Fox,14,NE,1
10/16/24,Fox,14,NV,0
10/16/24,Fox,14,NH,0
10/16/24,Fox,14,NJ,0
10/16/24,Fox,14,NM,0
10/16/24,Fox,14,NY,0
10/16/24,Fox,14,NC,1
10/16/24,Fox,14,ND,1
10/16/24,Fox,14,OH,1
10/16/24,Fox,14,OK,1
10/16/24,Fox,14,OR,0
10/16/24,Fox,14,PA,1
10/16/24,Fox,14,RI,0
10/16/24,Fox,14,SC,1
10/16/24,Fox,14,SD,1
10/16/24,Fox,14,TN,1
10/16/24,Fox,14,TX,1
10/16/24,Fox,14,UT,1
10/16/24,Fox,14,VT,0
10/16/24,Fox,14,VA,0
10/16/24,Fox,14,WA,0
10/16/24,Fox,14,WV,1
10/16/24,Fox,14,WI,1
10/16/24,Fox,14,WY,1
10/16/24,Fox,15,AL,1
10/16/24,Fox,15,AK,1
10/16/24,Fox,15,AZ,1
10/16/24,Fox,15,AR,1
10/16/24,Fox,15,CA,0
10/16/24,Fox,15,CO,0
10/16/24,Fox,15,CT,0
10/16/24,Fox,15,DE,0
10/16/24,Fox,15,FL,1
10/16/24,Fox,15,GA,1
10/16/24,Fox,15,HI,0
10/16/24,Fox,15,ID,1
10/16/24,Fox,15,IL,0
10/16/24,Fox,15,IN,1
10/16/24,Fox,15,IA,1
10/16/24,Fox,15,KS,1
10/16/24,Fox,15,KY,1
10/16/24,Fox,15,LA,1
10/16/24,Fox,15,ME,0
10/16/24,Fox,15,MD,0
10/16/24,Fox,15,MA,0
10/16/24,Fox,15,MI,0
10/16/24,Fox,15,MN,0
10/16/24,Fox,15,MS,1
10/16/24,Fox,15,MO,1
10/16/24,Fox,15,MT,1
10/16/24,Fox,15,NE,1
10/16/24,Fox,15,NV,0
10/16/24,Fox,15,NH,0
10/16/24,Fox,15,NJ,0
10/16/24,Fox,15,NM,0
10/16/24,Fox,15,NY,0
10/16/24,Fox,15,NC,1
10/16/24,Fox,15,ND,1
10/16/24,Fox,15,OH,1
10/16/24,Fox,15,OK,1
10/16/24,Fox,15,OR,0
10/16/24,Fox,15,PA,0
10/16/24,Fox,15,RI,0
10/16/24,Fox,15,SC,1
10/16/24,Fox,15,SD,1
10/16/24,Fox,15,TN,1
10/16/24,Fox,15,TX,1
10/16/24,Fox,15,UT,1
10/16/24,Fox,15,VT,0
10/16/24,Fox,15,VA,0
10/16/24,Fox,15,WA,0
10/16/24,Fox,15,WV,1
10/16/24,Fox,15,WI,0
10/16/24,Fox,15,WY,1
10/16/24,Fox,16,AL,1
10/16/24,Fox,16,AK,1
10/16/24,Fox,16,AZ,1
10/16/24,Fox,16,AR,1
10/16/24,Fox,16,CA,0
10/16/24,Fox,16,CO,0
10/16/24,Fox,16,CT,0
10/16/24,Fox,16,DE,0
10/16/24,Fox,16,FL,1
10/16/24,Fox,16,GA,1
10/16/24,Fox,16,HI,0
10/16/24,Fox,16,ID,1
10/16/24,Fox,16,IL,0
10/16/24,Fox,16,IN,1
10/16/24,Fox,16,IA,1
10/16/24,Fox,16,KS,1
10/16/24,Fox,16,KY,1
10/16/24,Fox,16,LA,1
10/16/24,Fox,16,ME,0
10/16/24,Fox,16,MD,0
10/16/24,Fox,16,MA,0
10/16/24,Fox,16,MI,1
10/16/24,Fox,16,MN,0
10/16/24,Fox,16,MS,1
10/16/24,Fox,16,MO,1
10/16/24,Fox,16,MT,1
10/16/24,Fox,16,NE,1
10/16/24,Fox,16,NV,0
10/16/24,Fox,16,NH,0
10/16/24,Fox,16,NJ,0
10/16/24,Fox,16,NM,0
10/16/24,Fox,16,NY,0
10/16/24,Fox,16,NC,1
10/16/24,Fox,16,ND,1
10/16/24,Fox,16,OH,1
10/16/24,Fox,16,OK,1
10/16/24,Fox,16,OR,0
10/16/24,Fox,16,PA,1
10/16/24,Fox,16,RI,0
10/16/24,Fox,16,SC,1
10/16/24,Fox,16,SD,1
10/16/24,Fox,16,TN,1
10/16/24,Fox,16,TX,1
10/16/24,Fox,16,UT,1
10/16/24,Fox,16,VT,0
10/16/24,Fox,16,VA,0
10/16/24,Fox,16,WA,0
10/16/24,Fox,16,WV,1
10/16/24,Fox,16,WI,1
10/16/24,Fox,16,WY,1
10/16/24,Fox,17,AL,1
10/16/24,Fox,17,AK,1
10/16/24,Fox,17,AZ,1
10/16/24,Fox,17,AR,1
10/16/24,Fox,17,CA,0
10/16/24,Fox,17,CO,0
10/16/24,Fox,17,CT,0
10/16/24,Fox,17,DE,0
10/16/24,Fox,17,FL,1
10/16/24,Fox,17,GA,1
10/16/24,Fox,17,HI,0
10/16/24,Fox,17,ID,1
10/16/24,Fox,17,IL,0
10/16/24,Fox,17,IN,1
10/16/24,Fox,17,IA,1
10/16/24,Fox,17,KS,1
10/16/24,Fox,17,KY,1
10/16/24,Fox,17,LA,1
10/16/24,Fox,17,ME,0
10/16/24,Fox,17,MD,0
10/16/24,Fox,17,MA,0
10/16/24,Fox,17,MI,1
10/16/24,Fox,17,MN,0
10/16/24,Fox,17,MS,1
10/16/24,Fox,17,MO,1
10/16/24,Fox,17,MT,1
10/16/24,Fox,17,NE,1
10/16/24,Fox,17,NV,0
10/16/24,Fox,17,NH,0
10/16/24,Fox,17,NJ,0
10/16/24,Fox,17,NM,0
10/16/24,Fox,17,NY,0
10/16/24,Fox,17,NC,1
10/16/24,Fox,17,ND,1
10/16/24,Fox,17,OH,1
10/16/24,Fox,17,OK,1
10/16/24,Fox,17,OR,0
10/16/24,Fox,17,PA,1
10/16/24,Fox,17,RI,0
10/16/24,Fox,17,SC,1
10/16/24,Fox,17,SD,1
10/16/24,Fox,17,TN,1
10/16/24,Fox,17,TX,1
10/16/24,Fox,17,UT,1
10/16/24,Fox,17,VT,0
10/16/24,Fox,17,VA,0
10/16/24,Fox,17,WA,0
10/16/24,Fox,17,WV,1
10/16/24,Fox,17,WI,1
10/16/24,Fox,17,WY,1
10/16/24,Fox,19,AL,1
10/16/24,Fox,19,AK,1
10/16/24,Fox,19,AZ,1
10/16/24,Fox,19,AR,1
10/16/24,Fox,19,CA,0
10/16/24,Fox,19,CO,0
10/16/24,Fox,19,CT,0
10/16/24,Fox,19,DE,0
10/16/24,Fox,19,FL,1
10/16/24,Fox,19,GA,1
10/16/24,Fox,19,HI,0
10/16/24,Fox,19,ID,1
10/16/24,Fox,19,IL,0
10/16/24,Fox,19,IN,1
10/16/24,Fox,19,IA,1
10/16/24,Fox,19,KS,1
10/16/24,Fox,19,KY,1
10/16/24,Fox,19,LA,1
10/16/24,Fox,19,ME,0
